Depth;ProjArea;StraightLength;StraightWidth;WLRatio
224.5;0.1019;0.5029;0.2587;0.514416385
224.5;0.0223;0.5685;0.0626;0.110114336
224.5;0.0203;0.5488;0.0562;0.102405248
224.5;0.0325;0.7751;0.0507;0.065410915
224.5;0.1284;0.4756;0.436;0.916736754
224.5;0.082;1.2793;0.0931;0.072774173
224.5;0.0333;0.8163;0.0528;0.064682102
224.5;0.0472;0.6919;0.0854;0.123428241
224.5;0.0246;0.1958;0.1833;0.936159346
225.5;0.0373;0.4956;0.1126;0.227199354
225.5;0.1249;0.8883;0.1646;0.18529776
225.5;0.0438;0.2929;0.2027;0.692045067
225.5;0.0612;0.6339;0.133;0.209812273
225.5;0.0405;0.2831;0.2371;0.837513246
225.5;0.2238;1.395;0.4658;0.33390681
225.5;0.0216;0.6406;0.0551;0.086013113
225.5;0.1024;0.5925;0.2106;0.355443038
225.5;0.0802;0.8931;0.1242;0.139066174
225.5;0.0319;0.749;0.0516;0.068891856
225.5;0.1633;0.5238;0.4438;0.84726995
225.5;0.0462;0.5841;0.1013;0.173429207
226.5;0.019;0.3391;0.0717;0.211442052
226.5;0.0188;0.4957;0.0751;0.151502925
226.5;0.0137;0.2956;0.0701;0.23714479
226.5;0.0485;0.7263;0.1029;0.141676993
226.5;0.0201;0.5137;0.0528;0.102783726
226.5;0.0332;0.2305;0.2138;0.927548807
226.5;0.0309;0.2596;0.1958;0.754237288
226.5;0.0555;0.3248;0.2557;0.787253695
226.5;0.1467;0.5523;0.38;0.688031867
226.5;0.042;0.5706;0.099;0.173501577
226.5;0.0139;0.4246;0.0407;0.095854922
226.5;0.2408;2.2952;0.1624;0.070756361
226.5;0.0152;0.5326;0.0451;0.084678934
226.5;0.0015;0.0953;0.0231;0.242392445
226.5;0.0958;0.4723;0.3637;0.770061402
226.5;0.023;0.2228;0.1317;0.591113106
227.5;0.081;1.9749;0.0727;0.03681199
227.5;0.0483;0.6642;0.1013;0.152514303
227.5;0.086;0.4353;0.2424;0.55685734
227.5;0.0851;0.4098;0.2744;0.669594924
227.5;0.1052;0.8039;0.1585;0.197163826
227.5;0.0297;0.4366;0.0902;0.206596427
227.5;0.0045;0.1402;0.0528;0.37660485
227.5;0.0465;0.3631;0.2095;0.57697604
227.5;0.0374;0.2337;0.2217;0.948652118
227.5;0.0486;0.7523;0.1102;0.146484115
227.5;0.0671;0.9433;0.0958;0.101558359
227.5;0.022;0.2028;0.1528;0.753451677
227.5;0.0143;0.5439;0.0403;0.074094503
227.5;0.0187;0.6331;0.0437;0.06902543
227.5;0.087;1.0222;0.1453;0.142144394
227.5;0.0373;0.2966;0.1802;0.607552259
227.5;0.0248;0.4622;0.0681;0.147338814
227.5;0.0553;0.5021;0.2321;0.462258514
227.5;0.0512;0.2876;0.2473;0.859874826
228.5;0.0482;0.3263;0.2361;0.723567269
228.5;0.0127;0.2888;0.0571;0.197714681
228.5;0.048;0.288;0.2304;0.8
228.5;0.0692;0.5567;0.1827;0.328183941
228.5;0.0256;0.9512;0.0475;0.049936922
228.5;0.0245;0.425;0.0847;0.199294118
228.5;0.0331;0.4908;0.0826;0.168296659
228.5;0.1347;0.8333;0.2427;0.29125165
228.5;0.0838;1.3549;0.0977;0.072108643
228.5;0.0503;0.7114;0.0902;0.126792241
228.5;0.0369;0.6256;0.0801;0.128037084
228.5;0.0546;0.581;0.1222;0.210327022
228.5;0.0722;0.437;0.25;0.57208238
228.5;0.0008;0.0847;0.0224;0.26446281
228.5;0.0561;0.3561;0.2603;0.730974445
228.5;0.046;0.3176;0.2199;0.692380353
228.5;0.2128;1.8307;0.1439;0.078603813
228.5;0.0965;0.4572;0.3117;0.68175853
228.5;0.0134;0.1434;0.1205;0.840306834
228.5;0.0473;0.3073;0.2502;0.81418809
228.5;0.0416;0.2807;0.2416;0.860705379
228.5;0.0544;0.3471;0.2142;0.617113224
228.5;0.0346;0.5888;0.1021;0.173403533
228.5;0.1611;1.2588;0.1781;0.141483953
228.5;0.0235;0.4305;0.0736;0.170963995
228.5;0.0053;0.1559;0.0478;0.306606799
229.5;0.037;0.2473;0.1914;0.773958755
229.5;0.0385;0.7554;0.0683;0.090415674
229.5;0.0304;0.2403;0.1727;0.718684977
229.5;0.0064;0.1168;0.0708;0.606164384
229.5;0.0662;0.4438;0.2021;0.455385309
229.5;0.0112;0.1602;0.1051;0.656054931
229.5;0.0814;1.0182;0.1056;0.103712434
229.5;0.0683;0.4072;0.2239;0.549852652
229.5;0.06;0.3609;0.2582;0.715433638
229.5;0.0729;1.0049;0.0979;0.097422629
229.5;0.0407;0.2785;0.2608;0.936445242
229.5;0.0476;0.3016;0.2658;0.881299735
229.5;0.0235;0.5582;0.0516;0.092439986
229.5;0.0334;0.5182;0.0801;0.154573524
229.5;0.007;0.188;0.0638;0.339361702
229.5;0.0854;0.3887;0.3109;0.799845639
229.5;0.0883;0.4629;0.2714;0.586303737
229.5;0.094;0.4355;0.3286;0.754535017
229.5;0.059;0.3366;0.2764;0.821152704
229.5;0.0405;0.2612;0.2335;0.893950995
229.5;0.0403;0.2686;0.2003;0.745718541
229.5;0.0391;0.8068;0.0638;0.079077838
229.5;0.0513;0.3276;0.2429;0.741452991
229.5;0.0778;0.3854;0.2714;0.704203425
229.5;0.0766;0.7007;0.1326;0.189239332
229.5;0.0015;0.0904;0.0177;0.19579646
230.5;0.0275;0.7532;0.0584;0.077535847
230.5;0.0542;0.5005;0.1481;0.295904096
230.5;0.0225;0.2263;0.1361;0.601414052
230.5;0.0285;0.5784;0.0676;0.116874136
230.5;0.0337;0.4594;0.1009;0.219634306
230.5;0.0272;0.6026;0.0576;0.095585795
230.5;0.0022;0.0638;0.0407;0.637931034
230.5;0.0379;0.2888;0.1802;0.623961219
230.5;0.0531;0.783;0.0931;0.11890166
230.5;0.0986;0.9963;0.1288;0.12927833
230.5;0.0013;0.0516;0.0358;0.69379845
230.5;0.0451;0.6237;0.1076;0.172518839
230.5;0.0344;0.2779;0.1977;0.711406981
230.5;0.038;0.581;0.0854;0.146987952
230.5;0.0881;0.3885;0.349;0.898326898
230.5;0.0444;0.3193;0.1822;0.570623238
230.5;0.0461;0.2961;0.2131;0.719689294
230.5;0.0624;0.9288;0.1027;0.110572782
230.5;0.0416;0.6538;0.0832;0.127256042
230.5;0.0168;0.437;0.0618;0.141418764
230.5;0.038;0.5104;0.0938;0.183777429
230.5;0.0013;0.0571;0.0285;0.499124343
230.5;0.0604;0.3362;0.253;0.752528257
230.5;0.0416;0.3415;0.1724;0.504831625
230.5;0.0013;0.0571;0.0354;0.619964974
231.5;0.0162;0.3369;0.0562;0.166815079
231.5;0.0046;0.1724;0.0407;0.236078886
231.5;0.0276;0.5126;0.0683;0.133242294
231.5;0.1022;1.0025;0.149;0.148628429
231.5;0.0371;0.2603;0.2228;0.855935459
231.5;0.0564;1.0366;0.0795;0.076693035
231.5;0.0585;1.5013;0.14;0.093252514
231.5;0.1226;1.0135;0.1769;0.174543661
231.5;0.1009;0.4377;0.3648;0.833447567
231.5;0.0061;0.2557;0.0407;0.159170903
231.5;0.0068;0.1912;0.0478;0.25
231.5;0.029;0.2353;0.1823;0.774755631
231.5;0.0857;0.4127;0.3095;0.749939423
231.5;0.0321;0.2744;0.1748;0.637026239
231.5;0.0639;0.9238;0.0911;0.098614419
231.5;0.0016;0.0807;0.028;0.346964064
231.5;0.0634;0.3813;0.2535;0.664830842
231.5;0.0292;0.3512;0.1305;0.371583144
231.5;0.0823;0.462;0.3083;0.667316017
231.5;0.2638;0.7347;0.5162;0.702599701
231.5;0.0911;0.9033;0.1301;0.144027455
232.5;0.028;0.2361;0.191;0.808979246
232.5;0.062;1.3013;0.0653;0.050180589
232.5;0.0723;0.3901;0.2548;0.653165855
232.5;0.2069;1.1202;0.27;0.241028388
232.5;0.0121;0.2596;0.0562;0.216486903
232.5;0.0457;0.3336;0.1756;0.526378897
232.5;0.0991;0.5087;0.2783;0.547080794
232.5;0.02;0.1949;0.1512;0.775782453
232.5;0.0312;0.6881;0.0626;0.090975149
232.5;0.0101;0.382;0.0403;0.105497382
232.5;0.0372;0.7708;0.0717;0.093020239
232.5;0.0585;0.6629;0.1278;0.192789259
232.5;0.0019;0.0676;0.0354;0.523668639
232.5;0.0373;0.2762;0.2256;0.816799421
232.5;0.0724;0.6698;0.1687;0.251866229
232.5;0.0578;0.3451;0.2868;0.83106346
232.5;0.0398;0.4206;0.1348;0.320494532
232.5;0.054;0.5061;0.1699;0.335704406
232.5;0.1028;0.4438;0.4201;0.946597566
232.5;0.0722;0.3965;0.2557;0.644892812
232.5;0.0164;0.1683;0.1278;0.759358289
232.5;0.0341;0.6085;0.0807;0.1326212
232.5;0.0697;0.3885;0.2458;0.632689833
232.5;0.0251;0.2238;0.1835;0.819928508
232.5;0.0734;0.3581;0.3005;0.839151075
232.5;0.0169;0.3283;0.0979;0.298202863
232.5;0.0343;0.2733;0.1881;0.688254665
232.5;0.0028;0.0902;0.0451;0.5
232.5;0.1075;0.76;0.1846;0.242894737
232.5;0.036;0.2552;0.2228;0.873040752
232.5;0.0162;0.2603;0.0751;0.288513254
232.5;0.0435;0.4261;0.1305;0.306266135
232.5;0.0524;0.3759;0.1791;0.476456504
232.5;0.0284;0.2986;0.1384;0.463496316
232.5;0.0436;0.3965;0.1877;0.473392182
232.5;0.0384;0.3135;0.1769;0.564274322
232.5;0.0227;0.2217;0.1822;0.821831304
232.5;0.1182;0.9578;0.1544;0.161202756
232.5;0.0404;0.5488;0.0904;0.164723032
232.5;0.0129;0.4859;0.0403;0.082938876
232.5;0.0119;0.1427;0.1196;0.838121934
232.5;0.0125;0.1544;0.1227;0.794689119
232.5;0.0326;0.2589;0.1804;0.696794129
233.5;0.9225;2.9487;0.4532;0.153694849
233.5;0.0141;0.1699;0.1186;0.698057681
233.5;0.0447;0.5388;0.1384;0.256867112
233.5;0.0014;0.0832;0.028;0.336538462
233.5;0.0067;0.2807;0.0354;0.126113288
233.5;0.0223;0.8717;0.0451;0.051737983
233.5;0.0257;0.5061;0.0963;0.190278601
233.5;0.0455;1.0411;0.0676;0.064931323
233.5;0.0088;0.1262;0.0977;0.774167987
233.5;0.0126;0.1749;0.1021;0.58376215
233.5;0.0032;0.0956;0.0551;0.576359833
233.5;0.0125;0.4305;0.0403;0.093612079
233.5;0.0241;0.4795;0.0911;0.189989572
233.5;0.0493;0.7418;0.0856;0.115394985
233.5;0.1185;0.4756;0.3604;0.757779647
233.5;0.0472;0.5969;0.1013;0.169710169
233.5;0.0899;0.4266;0.3505;0.821612752
233.5;0.0665;0.6103;0.1456;0.238571194
233.5;0.0428;0.2774;0.2537;0.914563807
233.5;0.0269;0.4981;0.1119;0.224653684
233.5;0.0407;0.649;0.0911;0.1403698
233.5;0.0139;0.3744;0.0571;0.152510684
233.5;0.0164;0.4387;0.0761;0.173467062
233.5;0.0481;0.8039;0.073;0.090807314
233.5;0.0069;0.2954;0.0354;0.119837508
233.5;0.0585;0.6174;0.1781;0.288467768
233.5;0.0387;0.6888;0.0832;0.120789779
233.5;0.0404;0.5691;0.1187;0.208574943
233.5;0.026;0.5484;0.0751;0.136943837
233.5;0.0016;0.0885;0.025;0.282485876
233.5;0.0367;0.2654;0.23;0.866616428
233.5;0.095;0.9449;0.2194;0.232193883
233.5;0.0803;0.4098;0.2999;0.7318204
233.5;0.0046;0.1301;0.0478;0.367409685
233.5;0.0363;0.8215;0.0683;0.083140596
233.5;0.0245;0.3915;0.0854;0.218135377
233.5;0.05;0.4874;0.1585;0.325194912
233.5;0.0749;0.4001;0.2941;0.735066233
233.5;0.0625;0.3387;0.2961;0.874224978
233.5;0.0097;0.281;0.0461;0.16405694
233.5;0.0292;0.6038;0.0777;0.128684995
233.5;0.0402;0.2659;0.2034;0.764949229
233.5;0.0466;0.7068;0.1051;0.148698359
233.5;0.0199;0.2017;0.1735;0.860188399
233.5;0.0271;0.5685;0.0761;0.133861038
233.5;0.0407;0.5134;0.1009;0.196532918
233.5;0.0499;0.8617;0.0918;0.106533596
233.5;0.0243;0.701;0.0461;0.065763195
233.5;0.0794;0.4423;0.2968;0.671037757
233.5;0.0375;0.2499;0.2095;0.838335334
233.5;0.0412;0.5658;0.1251;0.221102863
233.5;0.0893;0.7761;0.1528;0.196881845
233.5;0.0171;0.3644;0.0618;0.169593853
233.5;0.0262;1.0037;0.0528;0.05260536
233.5;0.0202;0.5326;0.0562;0.10552009
233.5;0.0434;0.3053;0.2928;0.959056666
233.5;0.0252;0.4644;0.0839;0.180663221
233.5;0.0153;0.1929;0.0991;0.513737688
233.5;0.0035;0.2027;0.0231;0.113961519
233.5;0.0297;0.8724;0.0681;0.078060523
233.5;0.0157;0.2744;0.0761;0.277332362
233.5;0.0482;0.3583;0.2022;0.564331566
233.5;0.0043;0.2353;0.025;0.106247344
234.5;0.0245;0.2249;0.1403;0.623832815
234.5;0.0241;0.5497;0.0618;0.112424959
234.5;0.0377;0.2921;0.1611;0.551523451
234.5;0.0458;0.5717;0.1133;0.198180864
234.5;0.0386;0.261;0.1881;0.720689655
234.5;0.0271;0.9807;0.0531;0.054144998
234.5;0.0061;0.121;0.0605;0.5
234.5;0.0606;0.5652;0.1444;0.255484784
234.5;0.0696;0.5864;0.1417;0.241643929
234.5;0.0286;0.7764;0.0528;0.068006182
234.5;0.0301;0.2411;0.1756;0.728328494
234.5;0.0506;0.3331;0.2304;0.691684179
234.5;0.0701;0.3512;0.2587;0.736617312
234.5;0.0361;0.263;0.1978;0.752091255
234.5;0.0325;0.246;0.2176;0.884552846
234.5;0.0634;0.4048;0.3095;0.764575099
234.5;0.016;0.3541;0.0605;0.17085569
234.5;0.052;0.3244;0.2669;0.822749692
234.5;0.0794;0.4387;0.2305;0.525416002
234.5;0.0754;0.8081;0.1148;0.142061626
234.5;0.0444;0.4957;0.1168;0.235626387
235.5;0.0458;0.3425;0.2133;0.622773723
235.5;0.0526;0.5435;0.1232;0.226678933
235.5;0.0039;0.0953;0.0516;0.541448059
235.5;0.028;0.475;0.0761;0.160210526
235.5;0.1108;0.4996;0.3774;0.755404323
235.5;0.0712;0.38;0.323;0.85
235.5;0.0307;0.4479;0.0911;0.203393615
235.5;0.026;0.4721;0.1013;0.214573184
235.5;0.0353;0.6071;0.0655;0.107889969
235.5;0.002;0.0717;0.0437;0.609483961
235.5;0.0369;0.2742;0.1959;0.714442013
235.5;0.0243;0.4789;0.073;0.152432658
235.5;0.0585;0.3473;0.252;0.725597466
235.5;0.0343;0.2429;0.2145;0.883079457
235.5;0.0428;0.3253;0.2133;0.655702429
235.5;0.0394;0.6363;0.0963;0.151343706
236.5;0.008;0.1954;0.0584;0.298874104
236.5;0.1978;0.6245;0.5159;0.826100881
236.5;0.0064;0.1262;0.0638;0.505546751
236.5;0.0162;0.2732;0.0807;0.295387994
236.5;0.1697;1.7992;0.1361;0.075644731
236.5;0.0654;0.7366;0.1687;0.229025251
236.5;0.0711;0.4557;0.2204;0.483651525
236.5;0.0398;0.6754;0.0791;0.117115783
236.5;0.0159;0.4821;0.1102;0.228583281
236.5;0.0323;0.2768;0.1439;0.519869942
236.5;0.0425;0.3108;0.2079;0.668918919
236.5;0.0276;0.239;0.1785;0.746861925
236.5;0.0283;0.5483;0.0676;0.12329017
236.5;0.0264;0.5488;0.073;0.133017493
236.5;0.0116;0.4485;0.034;0.07580825
237.5;0.0167;0.4594;0.0528;0.114932521
237.5;0.0283;0.2133;0.1798;0.84294421
237.5;0.0091;0.1439;0.0869;0.603891591
237.5;0.0392;0.2764;0.1987;0.718885673
237.5;0.06;0.4332;0.191;0.440904894
237.5;0.0579;0.3228;0.2499;0.774163569
237.5;0.0244;0.6826;0.0615;0.090096689
237.5;0.0329;0.464;0.121;0.260775862
237.5;0.0358;0.6674;0.0807;0.120916991
237.5;0.0696;0.8476;0.1148;0.135441246
237.5;0.0531;0.313;0.2804;0.895846645
237.5;0.0249;0.5952;0.0562;0.094422043
237.5;0.0314;0.2452;0.1769;0.721451876
237.5;0.1075;0.5158;0.338;0.655292749
237.5;0.0644;0.7528;0.1009;0.134032944
237.5;0.0062;0.1132;0.0681;0.601590106
237.5;0.0278;0.2329;0.1602;0.687848862
237.5;0.1141;0.4517;0.4238;0.938233341
237.5;0.007;0.1269;0.0674;0.531126872
237.5;0.0354;0.646;0.0815;0.126160991
237.5;0.0372;0.2634;0.1888;0.716780562
238.5;0.0185;0.3599;0.0692;0.192275632
238.5;0.049;0.2823;0.2714;0.961388594
238.5;0.0025;0.1288;0.028;0.217391304
238.5;0.0036;0.1661;0.0358;0.215532812
238.5;0.0085;0.1455;0.1007;0.69209622
238.5;0.0636;0.384;0.2375;0.618489583
238.5;0.1094;0.4564;0.3374;0.739263804
238.5;0.0194;0.5544;0.0516;0.093073593
238.5;0.0509;0.2782;0.2606;0.936736161
238.5;0.007;0.1767;0.0461;0.260894171
238.5;0.2052;0.8435;0.4159;0.493064612
238.5;0.025;0.6161;0.056;0.090894335
238.5;0.0206;0.388;0.073;0.18814433
238.5;0.0633;0.3774;0.2621;0.694488606
238.5;0.0167;0.5345;0.0426;0.079700655
238.5;0.0426;0.6943;0.1829;0.263430794
238.5;0.0755;1.7859;0.1507;0.084383224
238.5;0.1532;0.5645;0.3854;0.682728078
238.5;0.013;0.3604;0.05;0.138734739
238.5;0.019;0.4427;0.0676;0.152699345
238.5;0.0272;0.2679;0.1527;0.569988802
238.5;0.014;0.4309;0.0396;0.091900673
238.5;0.0125;0.4676;0.0407;0.087040205
238.5;0.0274;0.6335;0.0551;0.086977111
238.5;0.0103;0.3044;0.0437;0.143561104
238.5;0.1481;0.6422;0.3885;0.604951728
238.5;0.0454;0.358;0.2228;0.622346369
238.5;0.0258;0.7611;0.0507;0.066614111
238.5;0.0164;0.3599;0.0692;0.192275632
239.5;0.1296;1.3005;0.1679;0.129104191
239.5;0.0322;0.3369;0.1506;0.447016919
239.5;0.0626;0.6204;0.139;0.224049001
239.5;0.0795;0.4322;0.3065;0.709162425
239.5;0.0444;0.3359;0.1847;0.549866032
239.5;0.026;0.2429;0.1629;0.670646357
239.5;0.0281;0.2622;0.1626;0.6201373
239.5;0.0242;0.4429;0.0751;0.169564236
239.5;0.026;0.5645;0.0638;0.113020372
239.5;0.0733;0.7573;0.1527;0.201637396
239.5;0.0203;0.2979;0.0826;0.277274253
239.5;0.0371;0.4764;0.1111;0.233207389
239.5;0.0655;0.7274;0.1242;0.17074512
239.5;0.0739;0.4305;0.2327;0.540534262
239.5;0.0823;0.4241;0.311;0.733317614
239.5;0.1574;0.5418;0.4544;0.838685862
239.5;0.0063;0.2499;0.0605;0.242096839
239.5;0.083;0.4442;0.2579;0.580594327
239.5;0.0268;0.4426;0.073;0.164934478
239.5;0.0227;0.4407;0.0885;0.200816882
239.5;0.0766;1.0037;0.1227;0.122247684
239.5;0.0381;1.1971;0.0478;0.03992983
239.5;0.0708;0.3493;0.2841;0.813340968
239.5;0.0237;0.1959;0.1791;0.91424196
239.5;0.0425;0.9626;0.0815;0.084666528
240.5;0.11;0.5691;0.2485;0.436654367
240.5;0.012;0.1382;0.1133;0.819826339
240.5;0.0874;0.7193;0.1528;0.21242875
240.5;0.0673;0.6787;0.1439;0.212022985
240.5;0.0235;0.5861;0.0676;0.115338679
240.5;0.0331;0.2307;0.1949;0.844820113
240.5;0.0457;0.2959;0.2037;0.688408246
240.5;0.0468;0.3136;0.1929;0.615114796
240.5;0.0791;0.9619;0.1104;0.114772845
240.5;0.0871;0.4443;0.2514;0.565833896
240.5;0.0392;0.2499;0.2049;0.819927971
240.5;0.167;1.3288;0.2002;0.150662252
240.5;0.1246;1.0918;0.1646;0.150760212
240.5;0.0382;0.2807;0.238;0.847880299
240.5;0.0388;0.9064;0.0626;0.069064431
240.5;0.0387;0.253;0.2176;0.860079051
240.5;0.0171;0.2707;0.1013;0.374214998
240.5;0.0335;0.2783;0.1881;0.675889328
240.5;0.0534;0.8042;0.1029;0.127953245
240.5;0.0296;0.7358;0.0595;0.080864365
240.5;0.0942;0.3907;0.3283;0.840286665
240.5;0.0359;0.2929;0.1781;0.608057357
240.5;0.0398;0.5786;0.0839;0.145005185
240.5;0.0842;0.3706;0.3206;0.865083648
240.5;0.06;0.4721;0.1631;0.345477653
240.5;0.0057;0.139;0.0516;0.371223022
240.5;0.0053;0.1507;0.0426;0.282680823
240.5;0.039;0.3005;0.1954;0.650249584
241.5;0.1469;0.6121;0.4241;0.692860644
241.5;0.0378;0.2829;0.2278;0.805231531
241.5;0.0854;0.3974;0.2833;0.712883744
241.5;0.0432;0.2871;0.2219;0.772901428
241.5;0.0017;0.073;0.0451;0.617808219
241.5;0.0306;0.3234;0.2272;0.70253556
241.5;0.0039;0.1794;0.0285;0.158862876
241.5;0.0006;0.056;0.0168;0.3
241.5;0.0023;0.0692;0.0461;0.666184971
241.5;0.0262;0.2884;0.1168;0.404993065
241.5;0.0764;0.7592;0.1305;0.171891465
241.5;0.1341;0.6807;0.2888;0.424269135
241.5;0.0947;0.9493;0.1352;0.142420731
241.5;0.0718;0.5541;0.1702;0.307164772
241.5;0.0786;0.4106;0.2993;0.728933268
241.5;0.0357;0.2523;0.2017;0.799445105
241.5;0.0358;0.2831;0.2123;0.749911692
241.5;0.0303;0.2179;0.2054;0.942634236
241.5;0.0659;0.9377;0.099;0.105577477
241.5;0.0267;0.2918;0.1335;0.457505141
241.5;0.0611;0.342;0.2747;0.803216374
241.5;0.0212;0.2818;0.1013;0.359474805
241.5;0.0548;0.3136;0.2675;0.852997449
242.5;0.0292;0.4748;0.0736;0.155012637
242.5;0.1159;0.4935;0.3523;0.713880446
242.5;0.0641;0.3358;0.2678;0.797498511
242.5;0.0685;0.4112;0.2421;0.588764591
242.5;0.0339;0.8169;0.0674;0.082507039
242.5;0.0093;0.3306;0.0375;0.113430127
242.5;0.0641;0.3305;0.2679;0.810590015
242.5;0.0308;0.2321;0.1914;0.82464455
242.5;0.0353;0.2584;0.1999;0.773606811
242.5;0.0339;0.2794;0.194;0.694345025
242.5;0.0327;0.5529;0.0839;0.151745343
242.5;0.0485;0.3592;0.2115;0.588808463
242.5;0.0088;0.2236;0.0605;0.270572451
242.5;0.0527;0.3247;0.2518;0.775485063
242.5;0.0122;0.1493;0.1086;0.727394508
242.5;0.0069;0.1835;0.0481;0.262125341
242.5;0.0104;0.1487;0.1133;0.761936785
242.5;0.1305;0.564;0.3637;0.644858156
242.5;0.0015;0.0618;0.034;0.550161812
242.5;0.093;0.3745;0.3406;0.909479306
242.5;0.0384;0.3077;0.188;0.610984725
242.5;0.1373;0.5244;0.437;0.833333333
242.5;0.0113;0.2627;0.0551;0.209744956
242.5;0.0361;0.3013;0.1756;0.582807833
242.5;0.0594;0.9315;0.0826;0.088674181
242.5;0.0073;0.3431;0.0301;0.087729525
242.5;0.0038;0.0902;0.0618;0.685144124
242.5;0.0022;0.1251;0.0202;0.161470823
242.5;0.0208;0.22;0.1687;0.766818182
242.5;0.0503;0.3191;0.2073;0.649639611
242.5;0.0589;0.3764;0.2623;0.696865037
242.5;0.0024;0.0676;0.05;0.73964497
242.5;0.0725;0.3616;0.2991;0.82715708
243.5;0.02;0.523;0.0551;0.105353728
243.5;0.0107;0.3682;0.0403;0.109451385
243.5;0.0347;0.8167;0.0708;0.086690339
243.5;0.0435;0.6094;0.0977;0.160321628
243.5;0.05;0.4307;0.1829;0.424657534
243.5;0.0287;0.4973;0.1399;0.281319123
243.5;0.0026;0.095;0.0317;0.333684211
243.5;0.067;0.4346;0.2118;0.487344685
243.5;0.0342;0.4201;0.119;0.283265889
243.5;0.0108;0.223;0.0761;0.341255605
243.5;0.0463;0.2993;0.2411;0.805546275
243.5;0.0019;0.1306;0.028;0.2143951
243.5;0.0233;0.4781;0.0779;0.162936624
243.5;0.0496;0.6239;0.1152;0.184644975
243.5;0.0172;0.1914;0.1222;0.638453501
243.5;0.0098;0.3849;0.0326;0.084697324
243.5;0.0642;0.4241;0.216;0.509313841
243.5;0.0576;0.303;0.2695;0.889438944
243.5;0.001;0.0528;0.025;0.473484848
243.5;0.0602;0.3881;0.2653;0.683586704
243.5;0.0736;0.4159;0.2584;0.621303198
243.5;0.0492;0.5256;0.1277;0.242960426
243.5;0.1796;1.195;0.2127;0.177991632
243.5;0.0778;0.3631;0.3073;0.846323327
243.5;0.002;0.0584;0.0407;0.696917808
243.5;0.0367;0.2576;0.2017;0.782996894
244.5;0.052;0.3326;0.2009;0.604028863
244.5;0.0519;0.3453;0.2264;0.655661743
244.5;0.0841;0.415;0.2747;0.661927711
244.5;0.1038;0.4365;0.4197;0.961512027
244.5;0.1418;0.5424;0.3207;0.591261062
244.5;0.0543;0.3999;0.1929;0.482370593
244.5;0.0453;0.3539;0.1946;0.549872845
244.5;0.0487;1.0763;0.0753;0.069961907
244.5;0.0919;0.4279;0.3328;0.777751811
244.5;0.0568;0.3801;0.2653;0.697974217
244.5;0.0424;0.266;0.2256;0.848120301
244.5;0.0151;0.5909;0.05;0.084616686
244.5;0.0227;0.2576;0.168;0.652173913
244.5;0.0008;0.0571;0.0177;0.309982487
244.5;0.0328;0.304;0.1631;0.536513158
244.5;0.0388;0.2679;0.2179;0.813363195
244.5;0.0671;0.4165;0.2533;0.608163265
244.5;0.0873;0.4285;0.3332;0.777596266
244.5;0.0373;0.6351;0.0869;0.136828846
244.5;0.0237;0.3857;0.0852;0.22089707
244.5;0.0414;0.3141;0.2189;0.696911812
244.5;0.0277;0.57;0.0653;0.114561404
244.5;0.1031;0.4528;0.3654;0.806978799
244.5;0.0535;0.5126;0.2003;0.390753024
244.5;0.0604;0.3585;0.2576;0.718549512
244.5;0.0042;0.1148;0.0437;0.380662021
244.5;0.0102;0.3246;0.0528;0.162661738
244.5;0.0591;0.3338;0.2877;0.861893349
244.5;0.0561;0.3061;0.2812;0.918654035
244.5;0.0424;0.4833;0.1133;0.234429961
244.5;0.025;0.2213;0.1611;0.72797108
244.5;0.3065;1.266;0.2937;0.231990521
244.5;0.0222;0.2865;0.0977;0.341012216
244.5;0.0594;0.3424;0.2963;0.86536215
244.5;0.0802;0.5621;0.1933;0.343888988
244.5;0.0449;0.2587;0.2463;0.952068032
244.5;0.0366;0.288;0.168;0.583333333
244.5;0.0775;0.4039;0.2733;0.676652637
244.5;0.0682;0.3705;0.2788;0.752496626
244.5;0.1065;1.0789;0.1201;0.111317082
245.5;0.0279;0.7085;0.0832;0.117431193
245.5;0.05;0.3047;0.2138;0.701673777
245.5;0.0372;0.2966;0.1802;0.607552259
245.5;0.0233;0.2552;0.1433;0.561520376
245.5;0.0175;0.43;0.0584;0.135813953
245.5;0.0543;0.9235;0.073;0.079047103
245.5;0.0014;0.0807;0.028;0.346964064
245.5;0.0215;0.2379;0.139;0.584279109
245.5;0.0652;0.3514;0.2944;0.83779169
245.5;0.1165;0.5496;0.2961;0.538755459
245.5;0.0219;0.4616;0.073;0.158145581
245.5;0.0569;0.3471;0.2868;0.826274849
245.5;0.0537;0.326;0.2622;0.804294479
245.5;0.1323;0.9449;0.2513;0.265954069
245.5;0.0415;0.3578;0.1822;0.50922303
245.5;0.0958;0.4159;0.2991;0.71916326
245.5;0.0684;0.452;0.1987;0.43960177
245.5;0.0342;0.4815;0.1032;0.214330218
245.5;0.0479;1.3916;0.0528;0.037941937
245.5;0.0613;0.3339;0.2429;0.727463312
245.5;0.0553;0.3374;0.2464;0.730290456
245.5;0.0425;0.3077;0.1958;0.636334092
245.5;0.0669;0.357;0.2687;0.752661064
245.5;0.0883;1.5913;0.0795;0.049959153
245.5;0.0569;0.3637;0.2351;0.646411878
245.5;0.0566;0.3234;0.216;0.667903525
245.5;0.0556;0.346;0.2483;0.717630058
245.5;0.0594;0.298;0.2747;0.921812081
