Depth;ProjArea;StraightLength;StraightWidth;WLRatio
51.5;0.0168;0.2622;0.1548;0.590389016
51.5;0.0236;0.323;0.1276;0.39504644
51.5;0.0008;0.056;0.0125;0.223214286
51.5;0.0385;0.738;0.0753;0.10203252
51.5;0.0021;0.1506;0.0202;0.134130146
51.5;0.0011;0.0626;0.025;0.399361022
51.5;0.0063;0.326;0.0358;0.109815951
51.5;0.0056;0.2733;0.028;0.102451518
51.5;0.018;0.383;0.0751;0.196083551
51.5;0.001;0.0708;0.0177;0.25
51.5;0.0203;0.4551;0.0779;0.171171171
51.5;0.0009;0.0603;0.0202;0.334991708
51.5;0.0335;0.9962;0.056;0.056213612
51.5;0.0282;0.4004;0.0923;0.230519481
51.5;0.0388;0.3668;0.1455;0.396673937
51.5;0.0151;0.3553;0.0603;0.169715733
51.5;0.0354;0.2468;0.191;0.773905997
51.5;0.0203;0.4659;0.0676;0.145095514
52.5;0.0256;0.665;0.0692;0.10406015
52.5;0.0303;0.5539;0.095;0.171511103
52.5;0.0063;0.3082;0.0396;0.128487995
52.5;0.0008;0.0671;0.0168;0.250372578
52.5;0.0174;0.4004;0.0576;0.143856144
52.5;0.0504;0.9095;0.0807;0.088730071
52.5;0.0208;0.4456;0.0681;0.152827648
52.5;0.0008;0.0717;0.0125;0.174337517
52.5;0.0161;0.4888;0.0507;0.103723404
52.5;0.0008;0.0551;0.025;0.453720508
52.5;0.0412;0.5569;0.0926;0.166277608
52.5;0.0159;0.3966;0.0761;0.191880988
52.5;0.0024;0.0751;0.0576;0.766977364
52.5;0.0251;0.7558;0.0451;0.059671871
52.5;0.042;0.4544;0.1276;0.280809859
52.5;0.008;0.2371;0.0478;0.201602699
52.5;0.0475;0.6055;0.1623;0.26804294
52.5;0.003;0.1086;0.0396;0.364640884
52.5;0.0442;0.9891;0.1009;0.10201193
52.5;0.0137;0.2584;0.0832;0.321981424
52.5;0.0324;0.4382;0.0953;0.217480602
52.5;0.291;2.8922;0.1623;0.056116451
52.5;0.0193;0.4986;0.0595;0.119334136
52.5;0.0601;1.3844;0.0683;0.049335452
52.5;0.0448;0.5218;0.1125;0.215599847
52.5;0.0342;0.4582;0.1027;0.224137931
52.5;0.0026;0.1743;0.0202;0.11589214
52.5;0.0176;0.4947;0.1512;0.305639782
52.5;0.0025;0.1559;0.0285;0.182809493
52.5;0.0342;1.0976;0.0478;0.043549563
52.5;0.0611;0.796;0.1051;0.132035176
52.5;0.0013;0.0956;0.0177;0.185146444
52.5;0.0351;0.8815;0.0531;0.06023823
52.5;0.0119;0.6156;0.028;0.045484081
52.5;0.0101;0.3641;0.0437;0.120021972
52.5;0.086;0.9569;0.1602;0.167415613
52.5;0.0101;0.4001;0.0358;0.089477631
52.5;0.0079;0.3305;0.0326;0.098638427
52.5;0.0449;0.7817;0.0751;0.096072662
52.5;0.0319;0.8191;0.0795;0.097057746
52.5;0.0011;0.0847;0.0231;0.272727273
52.5;0.0497;0.9545;0.0753;0.078889471
52.5;0.0944;1.6737;0.0753;0.044990142
52.5;0.0087;0.3203;0.0403;0.125819544
52.5;0.0506;0.6185;0.119;0.19240097
52.5;0.0166;0.474;0.0528;0.111392405
52.5;0.028;0.2219;0.1893;0.853086976
52.5;0.0199;0.4377;0.0683;0.156042952
52.5;0.035;0.7917;0.0638;0.080586081
52.5;0.0206;0.4006;0.0911;0.227408887
52.5;0.0425;0.982;0.0938;0.095519348
52.5;0.0058;0.1738;0.0451;0.259493671
52.5;0.009;0.2525;0.0516;0.204356436
52.5;0.1956;2.8668;0.1126;0.039277243
52.5;0.1177;2.3228;0.0791;0.034053728
52.5;0.163;2.1947;0.1366;0.062240853
52.5;0.0277;0.4235;0.0708;0.167178276
52.5;0.0736;1.705;0.0674;0.039530792
52.5;0.0231;0.4479;0.0618;0.137977227
53.5;0.0479;0.9299;0.0674;0.072480912
53.5;0.0016;0.1009;0.0231;0.228939544
53.5;0.0294;0.374;0.1075;0.287433155
53.5;0.0145;0.343;0.0885;0.258017493
53.5;0.0393;0.3874;0.1602;0.413526071
53.5;0.0741;1.0827;0.0966;0.089221391
53.5;0.042;0.63;0.0801;0.127142857
53.5;0.0246;0.2764;0.1459;0.527858177
53.5;0.1309;0.5831;0.3404;0.583776368
53.5;0.1271;1.112;0.1735;0.15602518
53.5;0.0248;0.4511;0.0701;0.155397916
53.5;0.0545;0.3753;0.2213;0.589661604
53.5;0.016;0.5462;0.0403;0.073782497
53.5;0.0399;0.6798;0.073;0.107384525
53.5;0.0119;0.338;0.0516;0.152662722
53.5;0.0789;0.9022;0.1069;0.11848814
53.5;0.0283;0.7866;0.0451;0.057335367
53.5;0.0687;0.395;0.2552;0.646075949
53.5;0.0346;0.244;0.188;0.770491803
54.5;0.0644;1.3146;0.0626;0.047619048
54.5;0.042;0.5531;0.0966;0.174651962
54.5;0.0903;1.0133;0.1512;0.149215435
54.5;0.0185;0.6257;0.0461;0.073677481
54.5;0.0536;0.621;0.1257;0.202415459
54.5;0.0495;0.3514;0.2042;0.581104155
54.5;0.0217;0.6312;0.0516;0.081749049
54.5;0.0375;0.4576;0.1086;0.237325175
54.5;0.0447;0.6849;0.0958;0.139874434
54.5;0.0438;0.4905;0.1133;0.230988787
54.5;0.0538;0.3067;0.2375;0.774372351
54.5;0.0687;0.9739;0.0951;0.097648629
54.5;0.0247;0.2103;0.1677;0.79743224
54.5;0.0555;0.9942;0.0801;0.08056729
54.5;0.0639;0.3627;0.2788;0.768679349
55.5;0.0812;0.6642;0.1603;0.241342969
55.5;0.0418;0.3303;0.2015;0.610051468
55.5;0.0617;0.8197;0.1737;0.211906795
55.5;0.0248;0.3654;0.0856;0.23426382
55.5;0.082;0.4807;0.3059;0.636363636
55.5;0.3096;1.3693;0.2651;0.193602571
55.5;0.0491;0.4637;0.1472;0.317446625
55.5;0.0766;1.0131;0.1148;0.113315566
56.5;0.047;0.3416;0.2034;0.595433255
56.5;0.0654;0.3402;0.2518;0.740152851
56.5;0.0335;0.4838;0.118;0.243902439
56.5;0.0325;0.2318;0.2037;0.878774806
56.5;0.0465;0.6718;0.0951;0.141559988
56.5;0.0577;0.5546;0.1682;0.303281644
56.5;0.0388;0.7236;0.0777;0.107379768
56.5;0.0332;0.2853;0.1877;0.657903961
56.5;0.0585;0.8058;0.1126;0.139736907
56.5;0.0367;0.6264;0.1269;0.202586207
56.5;0.0139;0.3824;0.0727;0.190115063
56.5;0.0028;0.1899;0.0237;0.124802528
56.5;0.1502;1.2679;0.1614;0.127297105
56.5;0.0407;0.9065;0.0584;0.064423607
56.5;0.0269;0.239;0.1584;0.662761506
56.5;0.1208;1.5182;0.1168;0.07693321
57.5;0.1621;1.2043;0.1954;0.162251931
57.5;0.0197;0.4261;0.0692;0.162403192
57.5;0.0337;0.6203;0.1559;0.251330002
57.5;0.0166;0.4434;0.1227;0.276725304
57.5;0.0344;0.6459;0.0701;0.108530732
57.5;0.0522;1.1761;0.0841;0.071507525
57.5;0.0306;0.609;0.0727;0.119376026
57.5;0.0258;0.5345;0.0674;0.126099158
57.5;0.0677;1.0999;0.1148;0.104373125
57.5;0.0612;0.5864;0.119;0.202933151
57.5;0.0274;0.6394;0.0618;0.096653112
57.5;0.0414;0.4905;0.1455;0.296636086
57.5;0.0224;0.5143;0.1868;0.363212133
57.5;0.0014;0.0923;0.0177;0.19176598
57.5;0.0044;0.1013;0.0674;0.665350444
58.5;0.021;0.4761;0.0727;0.152699013
58.5;0.0128;0.3153;0.0576;0.182683159
58.5;0.0236;0.5757;0.0655;0.113774535
58.5;0.0272;0.239;0.1487;0.622175732
58.5;0.0255;0.6112;0.0681;0.111420157
58.5;0.0135;0.3179;0.1326;0.417112299
58.5;0.0193;0.4618;0.0531;0.114984842
58.5;0.0008;0.0516;0.0202;0.391472868
58.5;0.0398;0.5757;0.1205;0.209310405
58.5;0.0708;1.2547;0.0708;0.056427831
58.5;0.0541;0.5051;0.1232;0.243912097
58.5;0.0124;0.2106;0.0795;0.377492877
58.5;0.0227;0.4197;0.1069;0.254705742
58.5;0.0108;0.3794;0.0358;0.094359515
58.5;0.0273;0.5048;0.0854;0.169175911
59.5;0.0354;0.6136;0.0856;0.139504563
59.5;0.0854;1.0806;0.118;0.109198593
59.5;0.0439;0.8832;0.0708;0.080163043
59.5;0.1637;1.7637;0.1321;0.074899359
59.5;0.0443;0.6075;0.0874;0.143868313
59.5;0.0479;0.9108;0.1076;0.118137901
59.5;0.1231;1.3707;0.1086;0.079229591
59.5;0.0568;0.6023;0.1164;0.193259173
59.5;0.0309;0.4789;0.0826;0.172478597
59.5;0.1472;1.3819;0.133;0.096244301
59.5;0.0249;0.3077;0.1041;0.338316542
59.5;0.0013;0.0516;0.028;0.542635659
60.5;0.1077;0.9595;0.1507;0.157060969
60.5;0.1672;1.2783;0.1893;0.148087303
60.5;0.019;0.3268;0.0874;0.26744186
60.5;0.0155;0.6809;0.0285;0.041856367
60.5;0.0306;0.2528;0.1727;0.683148734
60.5;0.044;0.7114;0.0791;0.111189204
60.5;0.0437;0.2653;0.2495;0.940444779
61.5;0.052;0.7878;0.0832;0.105610561
61.5;0.5692;2.1139;0.3365;0.159184446
61.5;0.1845;1.8546;0.1626;0.087673892
61.5;0.0476;0.9335;0.0832;0.089126942
61.5;0.0854;0.6247;0.1708;0.273411237
62.5;0.0649;0.7634;0.1069;0.140031438
62.5;0.0955;0.597;0.1942;0.325293132
62.5;0.0095;0.2545;0.0653;0.256581532
62.5;0.1738;1.0439;0.2865;0.274451576
62.5;0.0188;0.345;0.0626;0.181449275
62.5;0.0835;0.404;0.3682;0.911386139
62.5;0.0692;0.799;0.1507;0.188610763
63.5;0.0143;0.3185;0.0655;0.205651491
63.5;0.0817;0.4967;0.2057;0.41413328
64.5;0.0026;0.0736;0.0396;0.538043478
64.5;0.0571;0.4353;0.2999;0.688950149
64.5;0.0726;0.5773;0.1816;0.314567816
64.5;0.0062;0.1153;0.0692;0.600173461
64.5;0.0395;0.6052;0.0897;0.148215466
64.5;0.0747;0.6305;0.1958;0.310547185
65.5;0.0228;0.5299;0.0956;0.180411398
65.5;0.0455;0.715;0.0832;0.116363636
65.5;0.0356;0.376;0.1242;0.330319149
65.5;0.1765;0.9407;0.2552;0.271287339
65.5;0.0614;0.5718;0.1345;0.235222106
66.5;0.0884;0.7935;0.1679;0.211594203
66.5;0.0646;0.3597;0.2584;0.718376425
66.5;0.0085;0.3893;0.0354;0.090932443
66.5;0.1629;1.8022;0.1914;0.106203529
66.5;0.0716;0.559;0.1506;0.26940966
66.5;0.0409;0.3483;0.158;0.453631927
67.5;0.0518;0.5932;0.1242;0.209372893
67.5;0.0276;0.5162;0.0674;0.130569547
67.5;0.0851;1.0116;0.1459;0.144226967
67.5;0.0267;0.2071;0.1914;0.924191212
67.5;0.0436;0.5541;0.099;0.17866811
68.5;0.0259;0.427;0.0885;0.207259953
68.5;0.0377;0.6774;0.0847;0.125036906
69.5;0.0514;0.8687;0.073;0.084033613
69.5;0.054;0.3578;0.2327;0.650363331
69.5;0.0388;0.4593;0.0977;0.212715001
69.5;0.052;0.645;0.0953;0.147751938
69.5;0.113;0.6726;0.2089;0.310585787
70.5;0.073;0.7356;0.1515;0.205954323
70.5;0.078;0.399;0.2891;0.724561404
70.5;0.0274;0.4056;0.1051;0.259122288
70.5;0.0297;0.2239;0.1778;0.794104511
70.5;0.0506;1.0159;0.0717;0.070577813
70.5;0.0213;0.3661;0.0874;0.238732587
70.5;0.0386;0.315;0.1735;0.550793651
70.5;0.0332;0.2714;0.1583;0.583271923
70.5;0.0374;0.4482;0.1227;0.273761714
70.5;0.0827;1.2421;0.0956;0.076966428
70.5;0.0277;0.4669;0.1069;0.22895695
70.5;0.0414;0.7061;0.0779;0.110324317
70.5;0.0661;0.3291;0.2707;0.822546338
70.5;0.0194;0.5987;0.0638;0.106564222
70.5;0.0526;0.5016;0.139;0.277113238
70.5;0.0353;0.6013;0.073;0.121403625
71.5;0.0264;0.3604;0.1321;0.366537181
71.5;0.0284;0.4359;0.0911;0.208992888
71.5;0.0787;0.5551;0.2115;0.38101243
71.5;0.0418;0.7023;0.0736;0.104798519
72.5;0.0062;0.2457;0.073;0.297110297
72.5;0.0021;0.0996;0.028;0.281124498
72.5;0.0319;0.6253;0.0753;0.120422197
72.5;0.0631;0.862;0.112;0.129930394
72.5;0.0898;0.5873;0.2485;0.423122765
72.5;0.0081;0.1952;0.0701;0.359118852
72.5;0.0075;0.3931;0.034;0.086491987
72.5;0.0008;0.0895;0.0168;0.187709497
72.5;0.0023;0.0807;0.0403;0.499380421
72.5;0.044;0.5279;0.1009;0.191134685
72.5;0.0012;0.0516;0.028;0.542635659
72.5;0.0584;0.4085;0.2329;0.570134639
72.5;0.0279;0.5553;0.0746;0.134341797
72.5;0.0766;1.4005;0.0777;0.055480186
72.5;0.0366;0.2764;0.2361;0.854196816
72.5;0.0849;0.3904;0.3178;0.814036885
72.5;0.002;0.0717;0.0358;0.49930265
72.5;0.0006;0.0571;0.0177;0.309982487
72.5;0.0048;0.1032;0.0638;0.618217054
72.5;0.0227;0.1977;0.1626;0.82245827
73.5;0.1043;0.8006;0.2021;0.252435673
74.5;0.043;0.2905;0.216;0.743545611
74.5;0.033;0.9899;0.0626;0.063238711
74.5;0.128;0.5414;0.3362;0.620982638
74.5;0.0571;0.7487;0.1099;0.146787765
74.5;0.0319;0.808;0.0516;0.063861386
75.5;0.0324;0.6134;0.0801;0.130583632
75.5;0.0165;0.3762;0.0676;0.179691653
75.5;0.0207;0.6109;0.0451;0.073825503
75.5;0.0483;0.3108;0.1903;0.612290862
75.5;0.0547;1.197;0.0746;0.062322473
76.5;0.0008;0.0571;0.0177;0.309982487
76.5;0.0209;0.6443;0.0779;0.12090641
76.5;0.1232;0.7958;0.2464;0.309625534
76.5;0.0541;0.421;0.1778;0.422327791
76.5;0.0226;0.619;0.0516;0.083360258
77.5;0.0357;0.5134;0.1507;0.293533307
77.5;0.0378;0.523;0.1076;0.205736138
77.5;0.019;0.2284;0.1104;0.483362522
77.5;0.0111;0.4696;0.0603;0.128407155
78.5;0.0484;0.5695;0.1196;0.21000878
78.5;0.043;0.2723;0.2723;1
78.5;0.0228;0.2379;0.1548;0.650693569
78.5;0.031;0.5184;0.0761;0.14679784
78.5;0.0294;0.4357;0.0977;0.22423686
79.5;0.0463;0.5605;0.0991;0.176806423
79.5;0.074;1.0044;0.0874;0.087017125
79.5;0.1295;0.6155;0.4476;0.727213647
79.5;0.06;0.6227;0.1348;0.216476634
79.5;0.1768;0.9558;0.2533;0.265013601
79.5;0.0517;0.9289;0.0727;0.078264614
79.5;0.0088;0.1802;0.056;0.310765816
79.5;0.0245;0.4476;0.0761;0.170017873
79.5;0.0066;0.2841;0.0326;0.114748328
79.5;0.0017;0.0902;0.0202;0.223946785
79.5;0.1013;1.1907;0.1081;0.090786932
79.5;0.0418;0.4656;0.1335;0.286726804
80.5;0.0961;0.645;0.1798;0.27875969
80.5;0.1144;0.4541;0.3532;0.777802246
80.5;0.0201;0.6618;0.0396;0.059836809
80.5;0.0641;1.1664;0.0911;0.078103567
80.5;0.0387;0.8132;0.0854;0.105017216
80.5;0.0506;0.7866;0.0856;0.108822782
81.5;0.0739;1.1033;0.1075;0.097434968
81.5;0.0392;0.4555;0.1001;0.219758507
81.5;0.0343;0.5607;0.0918;0.163723917
81.5;0.0615;0.3881;0.21;0.541097655
81.5;0.0228;0.5981;0.0461;0.077077412
81.5;0.0124;0.4012;0.0396;0.098703888
81.5;0.0095;0.3354;0.0403;0.120155039
81.5;0.076;1.0799;0.1168;0.108158163
81.5;0.0539;0.918;0.0911;0.099237473
81.5;0.0675;0.9033;0.1176;0.130189306
81.5;0.0217;0.6207;0.0451;0.0726599
81.5;0.0008;0.056;0.0202;0.360714286
81.5;0.0138;0.3268;0.0516;0.157894737
81.5;0.0099;0.2063;0.0638;0.309258362
81.5;0.0413;0.3956;0.1638;0.414054601
82.5;0.0069;0.3095;0.0358;0.115670436
82.5;0.1053;1.2177;0.1278;0.104951959
82.5;0.0186;0.3609;0.0979;0.271266279
82.5;0.0097;0.2286;0.0603;0.263779528
82.5;0.0193;0.5159;0.0595;0.115332429
82.5;0.0067;0.1559;0.0603;0.386786402
82.5;0.0091;0.1352;0.0926;0.684911243
82.5;0.0311;0.5335;0.1086;0.203561387
82.5;0.0207;0.2017;0.1487;0.737233515
82.5;0.0338;0.7538;0.073;0.096842664
82.5;0.1079;1.0106;0.1382;0.136750445
83.5;0.6091;2.0621;0.3828;0.185636002
83.5;0.0744;0.7744;0.1403;0.181172521
83.5;0.051;0.6301;0.1257;0.199492144
83.5;0.0022;0.194;0.0202;0.104123711
83.5;0.0213;0.6347;0.0507;0.079880258
83.5;0.0459;0.5875;0.1363;0.232
83.5;0.2262;1.3557;0.2194;0.161835214
83.5;0.0164;0.5566;0.0375;0.067373338
83.5;0.0426;0.9334;0.0996;0.106706664
83.5;0.082;1.231;0.099;0.080422421
83.5;0.0319;0.2256;0.2028;0.89893617
83.5;0.25;1.6326;0.1978;0.121156438
83.5;0.026;0.3982;0.0926;0.232546459
83.5;0.0237;0.4001;0.0832;0.207948013
83.5;0.0139;0.1808;0.1029;0.569137168
83.5;0.0738;0.9301;0.1102;0.118481884
83.5;0.0533;0.5441;0.1348;0.247748576
83.5;0.0242;0.2682;0.1352;0.504101417
83.5;0.0905;0.5081;0.3357;0.660696713
83.5;0.0123;0.4142;0.0437;0.105504587
83.5;0.0347;0.23;0.2077;0.903043478
83.5;0.024;0.22;0.1417;0.644090909
84.5;0.0485;0.862;0.0701;0.081322506
84.5;0.0866;0.4885;0.2272;0.465097236
84.5;0.0184;0.8058;0.034;0.042194093
84.5;0.0878;0.55;0.2335;0.424545455
84.5;0.0227;0.2622;0.1311;0.5
84.5;0.0391;0.4544;0.1251;0.275308099
84.5;0.0103;0.1536;0.1009;0.656901042
84.5;0.0071;0.1384;0.0626;0.452312139
85.5;0.0275;0.38;0.0923;0.242894737
85.5;0.0596;0.911;0.2077;0.227991218
85.5;0.0137;0.2545;0.073;0.286836935
85.5;0.0689;0.6715;0.1456;0.216827997
85.5;0.0169;0.3476;0.0618;0.177790564
85.5;0.0303;0.2552;0.1713;0.671238245
85.5;0.0519;0.551;0.1536;0.27876588
85.5;0.0424;0.9183;0.073;0.079494719
86.5;0.0293;0.6681;0.0603;0.09025595
86.5;0.0302;0.5796;0.0692;0.119392685
86.5;0.044;0.5858;0.1187;0.202628884
86.5;0.095;0.6245;0.2256;0.361248999
87.5;0.0491;0.6365;0.1168;0.183503535
87.5;0.0754;0.5;0.1958;0.3916
87.5;0.0118;0.3927;0.0396;0.100840336
87.5;0.0572;0.3435;0.2567;0.747307132
87.5;0.0045;0.2361;0.0285;0.120711563
87.5;0.0193;0.5707;0.0576;0.100928684
87.5;0.0193;0.5719;0.0528;0.092323833
87.5;0.0703;0.4521;0.1997;0.441716434
87.5;0.0011;0.0727;0.0202;0.277854195
87.5;0.0233;0.4991;0.0674;0.135043078
87.5;0.0163;0.5571;0.0403;0.072338898
87.5;0.0324;0.3305;0.1702;0.514977307
88.5;0.0221;0.5107;0.0562;0.110045036
88.5;0.0422;0.4995;0.1141;0.228428428
88.5;0.043;0.501;0.1081;0.215768463
88.5;0.0871;0.4063;0.3224;0.793502338
88.5;0.0117;0.3248;0.0595;0.183189655
88.5;0.0563;0.7935;0.1027;0.129426591
88.5;0.0646;0.3234;0.2753;0.85126778
88.5;0.0257;0.2589;0.1464;0.565469293
88.5;0.1147;0.493;0.3529;0.715821501
88.5;0.0353;0.6154;0.0753;0.122359441
88.5;0.0339;0.5962;0.0777;0.130325394
88.5;0.038;0.2485;0.2003;0.806036217
88.5;0.0288;0.417;0.0911;0.218465228
88.5;0.0263;0.3907;0.0951;0.243409265
89.5;0.0285;0.3564;0.1029;0.288720539
89.5;0.0876;0.8628;0.1591;0.184399629
89.5;0.0291;0.2207;0.1804;0.817399184
89.5;0.0482;0.5086;0.1153;0.226700747
89.5;0.0346;0.2422;0.1749;0.722130471
90.5;0.0426;1.1119;0.0753;0.067721917
90.5;0.0928;0.8122;0.1539;0.189485348
90.5;0.0646;0.767;0.1115;0.145371578
90.5;0.0014;0.1001;0.0202;0.201798202
90.5;0.0285;0.4875;0.0791;0.16225641
90.5;0.0331;0.6422;0.0977;0.152133292
90.5;0.0342;0.9134;0.0461;0.050470769
90.5;0.0322;0.5334;0.0923;0.17304087
90.5;0.009;0.1778;0.0676;0.380202475
90.5;0.0159;0.3648;0.0528;0.144736842
90.5;0.0166;0.5875;0.0516;0.087829787
90.5;0.0013;0.0653;0.025;0.382848392
90.5;0.0934;0.924;0.14;0.151515152
90.5;0.0027;0.0923;0.0354;0.383531961
90.5;0.0508;0.8059;0.1041;0.129172354
90.5;0.0007;0.0638;0.0158;0.247648903
90.5;0.0586;0.7232;0.1009;0.139518805
90.5;0.019;0.3571;0.0839;0.234948194
90.5;0.0496;0.513;0.1208;0.235477583
90.5;0.0101;0.3082;0.0407;0.132057106
90.5;0.0644;0.5948;0.1515;0.254707465
91.5;0.0133;0.4645;0.0396;0.08525296
91.5;0.0007;0.0528;0.0177;0.335227273
91.5;0.0098;0.357;0.0403;0.112885154
91.5;0.0734;0.5806;0.1652;0.284533241
91.5;0.0486;0.7046;0.099;0.140505251
91.5;0.0349;0.5405;0.0951;0.175948196
91.5;0.0668;0.7427;0.118;0.158879763
91.5;0.0284;0.3804;0.1051;0.276288118
91.5;0.0537;0.9229;0.0746;0.080832159
91.5;0.05;0.8321;0.0854;0.102631895
91.5;0.05;0.266;0.2498;0.939097744
91.5;0.0807;0.6167;0.1602;0.259769742
92.5;0.048;0.6895;0.0996;0.144452502
92.5;0.0334;0.2375;0.2329;0.980631579
92.5;0.0288;0.6706;0.0655;0.097673725
92.5;0.0196;0.4332;0.0683;0.157663897
92.5;0.0688;0.3366;0.3082;0.915626857
92.5;0.0082;0.4043;0.0285;0.070492209
92.5;0.0194;0.5121;0.0839;0.163835188
92.5;0.002;0.0638;0.0516;0.808777429
92.5;0.0018;0.0897;0.0285;0.317725753
92.5;0.0036;0.1846;0.0354;0.19176598
92.5;0.0048;0.2485;0.028;0.112676056
92.5;0.0249;0.5645;0.0674;0.119397697
92.5;0.0229;0.5214;0.0683;0.130993479
92.5;0.0559;1.1121;0.0638;0.057368942
92.5;0.0069;0.2307;0.0407;0.176419593
92.5;0.075;1.0775;0.0923;0.085661253
92.5;0.0515;0.27;0.2478;0.917777778
93.5;0.1547;0.5923;0.3865;0.652540942
93.5;0.0266;0.1942;0.1767;0.909886715
93.5;0.0377;0.2991;0.1472;0.492143096
93.5;0.0982;0.8442;0.1592;0.188580905
93.5;0.0095;0.2752;0.05;0.181686047
93.5;0.1002;0.4475;0.3248;0.725810056
93.5;0.0274;0.2236;0.1708;0.763864043
94.5;0.0267;0.7773;0.0426;0.054805095
94.5;0.0172;0.4749;0.0683;0.143819752
94.5;0.0185;0.1847;0.1646;0.891174878
94.5;0.0454;0.3393;0.1615;0.475979959
94.5;0.1926;0.699;0.3822;0.546781116
94.5;0.127;1.0173;0.1556;0.152953898
95.5;0.1374;1.064;0.1683;0.158176692
95.5;0.0323;1.2198;0.0451;0.036973274
95.5;0.0534;0.8427;0.0996;0.118191527
95.5;0.1951;1.6691;0.1626;0.09741777
95.5;0.0219;0.5817;0.0674;0.115867286
95.5;0.0183;0.4493;0.1013;0.22546183
95.5;0.0471;0.611;0.1081;0.176923077
95.5;0.0571;0.6611;0.1403;0.212222054
95.5;0.0802;0.844;0.1242;0.147156398
95.5;0.0381;0.5424;0.1102;0.203171091
96.5;0.0314;0.3985;0.1075;0.269761606
96.5;0.018;0.6617;0.0358;0.054103068
96.5;0.0332;0.4801;0.0839;0.174755259
96.5;0.0203;0.3606;0.0911;0.252634498
96.5;0.0222;0.618;0.0528;0.085436893
96.5;0.03;0.4875;0.0931;0.190974359
96.5;0.044;0.4768;0.1197;0.251048658
96.5;0.0201;0.5051;0.0507;0.100376163
96.5;0.0417;0.3102;0.1949;0.62830432
96.5;0.0527;0.9172;0.1009;0.110008722
96.5;0.0097;0.3275;0.0638;0.19480916
98.5;0.0572;0.8786;0.0832;0.094696107
98.5;0.0191;0.3974;0.0626;0.157523905
98.5;0.0469;0.5432;0.1001;0.184278351
98.5;0.0642;0.3507;0.2452;0.699173082
98.5;0.0377;0.2658;0.2082;0.783295711
98.5;0.0404;0.4769;0.1056;0.221430069
98.5;0.0463;0.5421;0.1317;0.242944106
98.5;0.033;0.4916;0.0832;0.169243287
99.5;0.0033;0.1626;0.028;0.172201722
99.5;0.0651;0.323;0.2945;0.911764706
99.5;0.0412;0.27;0.2082;0.771111111
100.5;0.0064;0.1708;0.0451;0.264051522
100.5;0.1237;1.0896;0.1585;0.145466226
100.5;0.001;0.0681;0.0231;0.339207048
100.5;0.0226;0.2228;0.1427;0.64048474
100.5;0.0343;0.2493;0.2208;0.885679904
100.5;0.0192;0.4734;0.0683;0.144275454
100.5;0.0519;0.4212;0.1415;0.335944919
100.5;0.0273;0.3471;0.1257;0.362143475
100.5;0.03;0.5933;0.0618;0.104163155
100.5;0.0219;0.3562;0.0753;0.211398091
100.5;0.7376;1.1441;0.9051;0.791102176
100.5;0.0149;0.432;0.0437;0.101157407
100.5;0.0566;0.3875;0.1743;0.449806452
100.5;0.0216;0.3772;0.0683;0.18107105
100.5;0.0199;0.5184;0.0528;0.101851852
100.5;0.0525;0.5374;0.1512;0.281354671
100.5;0.0157;0.4176;0.056;0.134099617
100.5;0.047;0.4764;0.1288;0.270361041
100.5;0.0533;0.3559;0.2053;0.576847429
100.5;0.0121;0.2918;0.0528;0.180945853
100.5;0.024;0.3398;0.0885;0.260447322
100.5;0.0377;0.2429;0.2272;0.935364347
100.5;0.0565;0.3583;0.2945;0.821936924
100.5;0.0631;0.558;0.1804;0.323297491
100.5;0.0124;0.1459;0.1133;0.776559287
100.5;0.0313;0.3659;0.1102;0.301175184
100.5;0.1299;0.8251;0.2131;0.258271725
100.5;0.0736;0.7587;0.1629;0.214709371
100.5;0.0393;0.2692;0.2256;0.838038633
100.5;0.0416;0.4494;0.1239;0.275700935
100.5;0.055;0.3654;0.23;0.629447181
100.5;0.0227;0.2064;0.1459;0.706879845
101.5;0.0111;0.3151;0.0478;0.151697874
101.5;0.1249;0.5669;0.2895;0.510672076
101.5;0.0586;0.3887;0.2207;0.567790069
101.5;0.0126;0.3366;0.0478;0.142008318
101.5;0.0599;0.3431;0.3005;0.875837948
101.5;0.097;0.8987;0.2307;0.256704128
101.5;0.0284;0.3523;0.118;0.334941811
101.5;0.0433;0.3618;0.1669;0.461304588
101.5;0.0305;0.7613;0.0531;0.069749113
101.5;0.0956;0.4781;0.3337;0.697971136
101.5;0.0474;0.6055;0.1148;0.189595376
101.5;0.037;0.6636;0.1027;0.154761905
101.5;0.0454;0.5981;0.1301;0.217522153
101.5;0.0715;0.4906;0.2136;0.435385243
101.5;0.0539;0.5434;0.1222;0.224880383
101.5;0.0636;0.8416;0.0931;0.110622624
101.5;0.0192;0.5511;0.05;0.090727636
101.5;0.0678;0.349;0.3041;0.871346705
101.5;0.0371;0.4407;0.1257;0.285228046
101.5;0.0533;0.3098;0.2514;0.811491285
101.5;0.0301;0.552;0.0692;0.125362319
101.5;0.0373;0.298;0.1893;0.635234899
102.5;0.0096;0.3956;0.0326;0.082406471
102.5;0.0439;0.6618;0.1125;0.169990934
102.5;0.0198;0.5152;0.0953;0.184976708
102.5;0.1015;1.0429;0.1292;0.12388532
102.5;0.0734;0.7356;0.1738;0.236269712
102.5;0.0332;0.2778;0.1591;0.572714183
102.5;0.0524;0.5502;0.1348;0.245001818
102.5;0.0643;0.3181;0.2704;0.850047155
