Site;Depth;ProjArea;StraightLength;StraightWidth;WLRatio
DKL;2;0.0449;0.4054;0.155;0.3823
DKL;2;0.0479;0.3982;0.1475;0.3704
DKL;2;0.049;0.4248;0.1728;0.4068
DKL;2;0.049;0.461;0.1396;0.3028
DKL;2;0.0505;0.4371;0.1557;0.3562
DKL;2;0.0513;0.2954;0.2357;0.7979
DKL;2;0.052;0.5512;0.1365;0.2476
DKL;2;0.0528;0.2821;0.2202;0.7806
DKL;2;0.0528;0.4096;0.1786;0.4360
DKL;2;0.0531;0.6716;0.1238;0.1843
DKL;2;0.0531;0.3866;0.2363;0.6112
DKL;2;0.0535;0.3897;0.1989;0.5104
DKL;2;0.0546;0.5203;0.1511;0.2904
DKL;2;0.0554;0.4861;0.1562;0.3213
DKL;2;0.0557;0.2964;0.2349;0.7925
DKL;2;0.0569;0.5991;0.1655;0.2762
DKL;2;0.0584;0.6155;0.1296;0.2106
DKL;2;0.0595;0.4667;0.1748;0.3745
DKL;2;0.0606;0.7011;0.151;0.2154
DKL;2;0.0614;0.4715;0.1557;0.3302
DKL;2;0.0617;0.5115;0.1823;0.3564
DKL;2;0.0617;0.6272;0.1665;0.2655
DKL;2;0.0617;0.4925;0.1475;0.2995
DKL;2;0.0617;0.4784;0.165;0.3449
DKL;2;0.0632;0.7408;0.151;0.2038
DKL;2;0.0632;0.3551;0.2773;0.7809
DKL;2;0.0636;0.5843;0.1755;0.3004
DKL;2;0.0651;0.435;0.1823;0.4191
DKL;2;0.067;0.5481;0.1969;0.3592
DKL;2;0.0707;0.4161;0.2086;0.5013
DKL;2;0.0711;0.3848;0.2267;0.5891
DKL;2;0.0718;0.4243;0.2875;0.6776
DKL;2;0.0726;0.5629;0.1948;0.3461
DKL;2;0.0726;0.3758;0.29;0.7717
DKL;2;0.0726;0.5228;0.1933;0.3697
DKL;2;0.0733;0.6508;0.1823;0.2801
DKL;2;0.0737;0.3198;0.3031;0.9478
DKL;2;0.0763;0.494;0.178;0.3603
DKL;2;0.0797;0.5224;0.2057;0.3938
DKL;2;0.0801;0.4784;0.2443;0.5107
DKL;2;0.0831;0.6608;0.1663;0.2517
DKL;2;0.0838;0.4292;0.2632;0.6132
DKL;2;0.0887;0.7378;0.1592;0.2158
DKL;2;0.0902;0.4218;0.3619;0.8580
DKL;2;0.0902;0.5386;0.2209;0.4101
DKL;2;0.092;0.517;0.2576;0.4983
DKL;2;0.095;0.7426;0.1592;0.2144
DKL;2;0.0973;0.7839;0.1558;0.1987
DKL;2;0.0999;0.6957;0.1969;0.2830
DKL;2;0.1036;0.6182;0.2397;0.3877
DKL;2;0.1048;0.4356;0.2964;0.6804
DKL;2;0.1104;0.6851;0.2086;0.3045
DKL;2;0.113;0.5023;0.3285;0.6540
DKL;2;0.1149;0.6041;0.2478;0.4102
DKL;2;0.1152;0.5692;0.2359;0.4144
DKL;2;0.1167;0.5477;0.2876;0.5251
DKL;2;0.1175;0.533;0.4092;0.7677
DKL;2;0.1175;0.5335;0.3423;0.6416
DKL;2;0.1186;0.9463;0.2159;0.2282
DKL;2;0.1223;0.5492;0.2741;0.4991
DKL;2;0.1313;0.9731;0.178;0.1829
DKL;2;0.1313;0.6296;0.2876;0.4568
DKL;2;0.1444;0.5535;0.3442;0.6219
DKL;2;0.1478;0.6766;0.275;0.4064
DKL;2;0.1519;0.5072;0.467;0.9207
DKL;2;0.1568;0.6136;0.3573;0.5823
DKL;2;0.159;0.7263;0.2859;0.3936
DKL;2;0.1848;0.6342;0.3717;0.5861
DKL;2;0.1897;1.0654;0.2773;0.2603
DKL;2;0.1923;0.7141;0.3913;0.5480
DKL;2;0.1945;0.7531;0.33;0.4382
DKL;2;0.2061;0.8631;0.349;0.4044
DKL;2;0.2196;0.7404;0.384;0.5186
DKL;2;0.2331;1.0896;0.271;0.2487
DKL;2;0.2331;0.633;0.5379;0.8498
DKL;2;0.2443;0.7724;0.4268;0.5526
DKL;2;0.263;1.2594;0.3981;0.3161
DKL;2;0.278;0.77;0.5228;0.6790
DKL;2;0.3034;1.3165;0.3129;0.2377
DKL;2;0.3588;1.1561;0.459;0.3970
DKL;2;0.3618;1.0039;0.4719;0.4701
DKL;2;0.3872;1.5915;0.2859;0.1796
DKL;2;0.4093;1.0483;0.6221;0.5934
DKL;2;0.4733;1.6442;0.5379;0.3271
DKL;2;0.5223;1.4325;0.4409;0.3078
DKL;2;0.5384;1.2694;0.6096;0.4802
DKL;2;0.6046;1.3402;0.5746;0.4287
DKL;2;0.7086;1.5645;0.5404;0.3454
DKL;2;0.9308;1.7015;0.7356;0.4323
DKL;3;0.006;0.2057;0.0432;0.2100
DKL;3;0.0075;0.1748;0.0433;0.2477
DKL;3;0.0075;0.1915;0.0274;0.1431
DKL;3;0.0079;0.1933;0.0547;0.2830
DKL;3;0.0079;0.1786;0.0611;0.3421
DKL;3;0.0082;0.1989;0.0613;0.3082
DKL;3;0.0086;0.1748;0.0613;0.3507
DKL;3;0.0094;0.1786;0.0611;0.3421
DKL;3;0.0094;0.2576;0.0433;0.1681
DKL;3;0.0097;0.1832;0.0613;0.3346
DKL;3;0.0097;0.233;0.0697;0.2991
DKL;3;0.0097;0.2517;0.0433;0.1720
DKL;3;0.0097;0.1933;0.0968;0.5008
DKL;3;0.0097;0.2741;0.0432;0.1576
DKL;3;0.0101;0.2357;0.0611;0.2592
DKL;3;0.0105;0.2086;0.0796;0.3816
DKL;3;0.0105;0.3237;0.0388;0.1199
DKL;3;0.0105;0.2165;0.0697;0.3219
DKL;3;0.0108;0.1948;0.0611;0.3137
DKL;3;0.0108;0.1969;0.0775;0.3936
DKL;3;0.0108;0.1935;0.0697;0.3602
DKL;3;0.0108;0.2166;0.0611;0.2821
DKL;3;0.0108;0.1826;0.0864;0.4732
DKL;3;0.0112;0.1826;0.1127;0.6172
DKL;3;0.0112;0.1786;0.0985;0.5515
DKL;3;0.0112;0.178;0.0799;0.4489
DKL;3;0.0116;0.2765;0.0613;0.2217
DKL;3;0.0116;0.1933;0.0698;0.3611
DKL;3;0.012;0.2056;0.0698;0.3395
DKL;3;0.012;0.2202;0.0799;0.3629
DKL;3;0.0123;0.216;0.0866;0.4009
DKL;3;0.0123;0.2773;0.0611;0.2203
DKL;3;0.0123;0.1993;0.0697;0.3497
DKL;3;0.0127;0.2094;0.0697;0.3329
DKL;3;0.0127;0.1948;0.0985;0.5056
DKL;3;0.0131;0.1969;0.0988;0.5018
DKL;3;0.0131;0.2363;0.0821;0.3474
DKL;3;0.0131;0.1976;0.0985;0.4985
DKL;3;0.0135;0.2349;0.0613;0.2610
DKL;3;0.0135;0.2016;0.0799;0.3963
DKL;3;0.0135;0.233;0.0967;0.4150
DKL;3;0.0135;0.2388;0.0613;0.2567
DKL;3;0.0138;0.1989;0.0866;0.4354
DKL;3;0.0138;0.2188;0.1094;0.5000
DKL;3;0.0138;0.178;0.1179;0.6624
DKL;3;0.0138;0.2091;0.0866;0.4142
DKL;3;0.0146;0.2853;0.1129;0.3957
DKL;3;0.015;0.1755;0.1174;0.6689
DKL;3;0.015;0.2329;0.0821;0.3525
DKL;3;0.015;0.1755;0.1174;0.6689
DKL;3;0.015;0.1826;0.1127;0.6172
DKL;3;0.015;0.2091;0.0968;0.4629
DKL;3;0.015;0.1832;0.1225;0.6687
DKL;3;0.015;0.2209;0.1221;0.5527
DKL;3;0.015;0.2685;0.0698;0.2600
DKL;3;0.0153;0.2261;0.0866;0.3830
DKL;3;0.0153;0.3248;0.0579;0.1783
DKL;3;0.0157;0.3031;0.0611;0.2016
DKL;3;0.0157;0.6592;0.0386;0.0586
DKL;3;0.0157;0.1933;0.1239;0.6410
DKL;3;0.0157;0.2188;0.1094;0.5000
DKL;3;0.0157;0.1993;0.0864;0.4335
DKL;3;0.0161;0.2202;0.1225;0.5563
DKL;3;0.0161;0.2325;0.0799;0.3437
DKL;3;0.0161;0.269;0.0866;0.3219
DKL;3;0.0165;0.295;0.0864;0.2929
DKL;3;0.0165;0.1989;0.1396;0.7019
DKL;3;0.0168;0.273;0.0988;0.3619
DKL;3;0.0168;0.1903;0.1475;0.7751
DKL;3;0.0168;0.3673;0.0613;0.1669
DKL;3;0.0172;0.1976;0.1406;0.7115
DKL;3;0.0172;0.216;0.1129;0.5227
DKL;3;0.0172;0.2165;0.1127;0.5206
DKL;3;0.0172;0.1786;0.1365;0.7643
DKL;3;0.0176;0.1838;0.1221;0.6643
DKL;3;0.0176;0.1748;0.137;0.7838
DKL;3;0.018;0.1903;0.1475;0.7751
DKL;3;0.018;0.3727;0.0796;0.2136
DKL;3;0.018;0.2397;0.104;0.4339
DKL;3;0.018;0.2258;0.1127;0.4991
DKL;3;0.018;0.2091;0.1396;0.6676
DKL;3;0.0187;0.2016;0.141;0.6994
DKL;3;0.0187;0.3888;0.0698;0.1795
DKL;3;0.0187;0.2094;0.1238;0.5912
DKL;3;0.0191;0.2539;0.1562;0.6152
DKL;3;0.0191;0.2698;0.104;0.3855
DKL;3;0.0195;0.2511;0.1043;0.4154
DKL;3;0.0198;0.2478;0.0967;0.3902
DKL;3;0.0198;0.2132;0.1174;0.5507
DKL;3;0.0198;0.2421;0.1129;0.4663
DKL;3;0.0198;0.2023;0.1406;0.6950
DKL;3;0.0198;0.2585;0.104;0.4023
DKL;3;0.0198;0.2478;0.0967;0.3902
DKL;3;0.0202;0.4077;0.0698;0.1712
DKL;3;0.0202;0.2165;0.1989;0.9187
DKL;3;0.0202;0.494;0.0611;0.1237
DKL;3;0.0202;0.2258;0.1394;0.6174
DKL;3;0.0206;0.2261;0.1043;0.4613
DKL;3;0.0206;0.3969;0.0697;0.1756
DKL;3;0.0206;0.2132;0.1179;0.5530
DKL;3;0.0206;0.2159;0.1179;0.5461
DKL;3;0.0206;0.2094;0.1558;0.7440
DKL;3;0.0206;0.295;0.1471;0.4986
DKL;3;0.021;0.483;0.0613;0.1269
DKL;3;0.021;0.3056;0.1129;0.3694
DKL;3;0.021;0.3217;0.0866;0.2692
DKL;3;0.0213;0.3154;0.0796;0.2524
DKL;3;0.0213;0.2397;0.1221;0.5094
DKL;3;0.0213;0.5496;0.0968;0.1761
DKL;3;0.0217;0.4925;0.0613;0.1245
DKL;3;0.0221;0.2254;0.1299;0.5763
DKL;3;0.0221;0.245;0.1221;0.4984
DKL;3;0.0221;0.4386;0.0697;0.1589
DKL;3;0.0221;0.1915;0.1368;0.7144
DKL;3;0.0224;0.2267;0.1221;0.5386
DKL;3;0.0224;0.2598;0.0864;0.3326
DKL;3;0.0228;0.234;0.1296;0.5538
DKL;3;0.0228;0.2261;0.1225;0.5418
DKL;3;0.0228;0.2267;0.1296;0.5717
DKL;3;0.0228;0.3305;0.0988;0.2989
DKL;3;0.0228;0.2016;0.1655;0.8209
DKL;3;0.0228;0.1948;0.1557;0.7993
DKL;3;0.0232;0.2023;0.1406;0.6950
DKL;3;0.0232;0.234;0.1296;0.5538
DKL;3;0.0236;0.3122;0.1127;0.3610
DKL;3;0.0236;0.4105;0.0864;0.2105
DKL;3;0.0236;0.2202;0.141;0.6403
DKL;3;0.0239;0.3031;0.1471;0.4853
DKL;3;0.0239;0.2773;0.1471;0.5305
DKL;3;0.0239;0.2397;0.1592;0.6642
DKL;3;0.0243;0.2023;0.1592;0.7870
DKL;3;0.0243;0.2206;0.151;0.6845
DKL;3;0.0243;0.4857;0.0611;0.1258
DKL;3;0.0247;0.2518;0.1471;0.5842
DKL;3;0.0247;0.269;0.2086;0.7755
DKL;3;0.0247;0.2388;0.1179;0.4937
DKL;3;0.0251;0.3009;0.1094;0.3636
DKL;3;0.0251;0.2357;0.1365;0.5791
DKL;3;0.0251;0.3566;0.0968;0.2715
DKL;3;0.0258;0.2202;0.141;0.6403
DKL;3;0.0258;0.3374;0.1043;0.3091
DKL;3;0.0262;0.2788;0.2094;0.7511
DKL;3;0.0262;0.3758;0.0697;0.1855
DKL;3;0.0262;0.3113;0.137;0.4401
DKL;3;0.0266;0.3063;0.1221;0.3986
DKL;3;0.0266;0.2159;0.1562;0.7235
DKL;3;0.0266;0.2602;0.1511;0.5807
DKL;3;0.0269;0.2359;0.1665;0.7058
DKL;3;0.0273;0.2933;0.1174;0.4003
DKL;3;0.0273;0.2334;0.2086;0.8937
DKL;3;0.0273;0.331;0.104;0.3142
DKL;3;0.0273;0.245;0.2016;0.8229
DKL;3;0.0277;0.6158;0.0611;0.0992
DKL;3;0.0277;0.3372;0.1179;0.3496
DKL;3;0.0277;0.4516;0.1127;0.2496
DKL;3;0.0277;0.2766;0.1475;0.5333
DKL;3;0.0277;0.529;0.104;0.1966
DKL;3;0.0288;0.3326;0.1935;0.5818
DKL;3;0.0288;0.245;0.2016;0.8229
DKL;3;0.0292;0.2206;0.1783;0.8083
DKL;3;0.0292;0.252;0.1561;0.6194
DKL;3;0.0292;0.3293;0.0968;0.2940
DKL;3;0.0296;0.2539;0.1948;0.7672
DKL;3;0.0296;0.363;0.1475;0.4063
DKL;3;0.0296;0.295;0.1129;0.3827
DKL;3;0.0299;0.3333;0.0988;0.2964
DKL;3;0.0303;0.2023;0.2016;0.9965
DKL;3;0.0311;0.3122;0.1728;0.5535
DKL;3;0.0311;0.6008;0.0697;0.1160
DKL;3;0.0311;0.3095;0.137;0.4426
DKL;3;0.0311;0.3198;0.1475;0.4612
DKL;3;0.0311;0.2057;0.2056;0.9995
DKL;3;0.0311;0.2359;0.1665;0.7058
DKL;3;0.0318;0.4062;0.1299;0.3198
DKL;3;0.0318;0.2942;0.1732;0.5887
DKL;3;0.0325;0.3143;0.137;0.4359
DKL;3;0.0333;0.4418;0.1221;0.2764
DKL;3;0.0333;0.2821;0.1592;0.5643
DKL;3;0.0333;0.4032;0.0988;0.2450
DKL;3;0.0333;0.383;0.1641;0.4285
DKL;3;0.0333;0.3317;0.1365;0.4115
DKL;3;0.0333;0.2598;0.1728;0.6651
DKL;3;0.0337;0.3456;0.1732;0.5012
DKL;3;0.0337;0.3206;0.1296;0.4042
DKL;3;0.0348;0.4715;0.0985;0.2089
DKL;3;0.0352;0.275;0.2056;0.7476
DKL;3;0.0355;0.4643;0.1655;0.3565
DKL;3;0.0355;0.2527;0.2132;0.8437
DKL;3;0.0363;0.4952;0.0968;0.1955
DKL;3;0.0367;0.4658;0.0985;0.2115
DKL;3;0.037;0.3237;0.141;0.4356
DKL;3;0.0374;0.2933;0.1748;0.5960
DKL;3;0.0374;0.527;0.1163;0.2207
DKL;3;0.0374;0.3387;0.1558;0.4600
DKL;3;0.0374;0.3185;0.1598;0.5017
DKL;3;0.0378;0.3919;0.1174;0.2996
DKL;3;0.0378;0.4507;0.1299;0.2882
DKL;3;0.0382;0.3326;0.1665;0.5006
DKL;3;0.0385;0.252;0.1993;0.7909
DKL;3;0.0385;0.2765;0.2166;0.7834
DKL;3;0.0404;0.3293;0.2057;0.6247
DKL;3;0.0412;0.468;0.104;0.2222
DKL;3;0.0415;0.3819;0.1296;0.3394
DKL;3;0.0415;0.4265;0.1755;0.4115
DKL;3;0.0415;0.3986;0.1511;0.3791
DKL;3;0.0419;0.7408;0.151;0.2038
DKL;3;0.0423;0.5883;0.104;0.1768
DKL;3;0.0427;0.3982;0.2086;0.5239
DKL;3;0.043;0.8294;0.0799;0.0963
DKL;3;0.043;0.4073;0.2357;0.5787
DKL;3;0.0434;0.7215;0.1043;0.1446
DKL;3;0.0434;0.3206;0.1903;0.5936
DKL;3;0.0438;0.4604;0.1903;0.4133
DKL;3;0.0438;0.4071;0.208;0.5109
DKL;3;0.0441;0.4142;0.1592;0.3844
DKL;3;0.0453;0.3198;0.1907;0.5963
DKL;3;0.0456;0.3031;0.1989;0.6562
DKL;3;0.0456;0.269;0.2518;0.9361
DKL;3;0.046;0.3482;0.2023;0.5810
DKL;3;0.046;0.4045;0.165;0.4079
DKL;3;0.0464;0.5616;0.1129;0.2010
DKL;3;0.0468;0.4521;0.2086;0.4614
DKL;3;0.0468;0.3107;0.2124;0.6836
DKL;3;0.0475;0.3749;0.2209;0.5892
DKL;3;0.0475;0.3695;0.2057;0.5567
DKL;3;0.0479;0.3143;0.2166;0.6892
DKL;3;0.0483;0.333;0.1933;0.5805
DKL;3;0.049;0.442;0.1989;0.4500
DKL;3;0.049;0.3913;0.1665;0.4255
DKL;3;0.0494;0.3248;0.2812;0.8658
DKL;3;0.0498;0.6249;0.1158;0.1853
DKL;3;0.0501;0.4474;0.1557;0.3480
DKL;3;0.0505;0.2942;0.234;0.7954
DKL;3;0.0509;0.5213;0.1394;0.2674
DKL;3;0.0516;0.5624;0.1238;0.2201
DKL;3;0.052;0.5773;0.0967;0.1675
DKL;3;0.052;0.4878;0.1826;0.3743
DKL;3;0.052;0.4242;0.1561;0.3680
DKL;3;0.0524;0.3198;0.2518;0.7874
DKL;3;0.0528;0.3326;0.2632;0.7913
DKL;3;0.0531;0.4059;0.2141;0.5275
DKL;3;0.0539;0.4618;0.1823;0.3948
DKL;3;0.0542;0.4183;0.178;0.4255
DKL;3;0.0542;0.3566;0.2057;0.5768
DKL;3;0.0546;0.4425;0.2334;0.5275
DKL;3;0.055;0.4181;0.1826;0.4367
DKL;3;0.055;0.3986;0.1784;0.4476
DKL;3;0.0557;0.5314;0.1655;0.3114
DKL;3;0.0557;0.331;0.2261;0.6831
DKL;3;0.0557;0.543;0.2132;0.3926
DKL;3;0.0557;0.3171;0.275;0.8672
DKL;3;0.0561;0.3717;0.3122;0.8399
DKL;3;0.0565;0.2954;0.2585;0.8751
DKL;3;0.0565;0.5623;0.1838;0.3269
DKL;3;0.0576;0.4604;0.1903;0.4133
DKL;3;0.0576;0.392;0.3056;0.7796
DKL;3;0.0576;0.5437;0.1562;0.2873
DKL;3;0.0576;0.3054;0.245;0.8022
DKL;3;0.0587;0.468;0.3374;0.7209
DKL;3;0.0599;0.3566;0.2603;0.7299
DKL;3;0.0602;0.348;0.2913;0.8371
DKL;3;0.0617;0.3688;0.2527;0.6852
DKL;3;0.0617;0.441;0.2426;0.5501
DKL;3;0.0621;0.5918;0.1511;0.2553
DKL;3;0.0625;0.4649;0.2334;0.5020
DKL;3;0.0629;0.3422;0.233;0.6809
DKL;3;0.0632;0.3288;0.2334;0.7099
DKL;3;0.0636;0.6927;0.0968;0.1397
DKL;3;0.0636;0.4947;0.1728;0.3493
DKL;3;0.0636;0.6249;0.1174;0.1879
DKL;3;0.0644;0.4084;0.2091;0.5120
DKL;3;0.0644;0.4168;0.3008;0.7217
DKL;3;0.0644;0.5076;0.1784;0.3515
DKL;3;0.0647;0.5492;0.2166;0.3944
DKL;3;0.0655;0.5573;0.2397;0.4301
DKL;3;0.0673;0.4674;0.2094;0.4480
DKL;3;0.0677;0.4473;0.2443;0.5462
DKL;3;0.0677;0.4524;0.2539;0.5612
DKL;3;0.0677;0.4952;0.2206;0.4455
DKL;3;0.0681;0.7011;0.1783;0.2543
DKL;3;0.0688;0.3989;0.2329;0.5839
DKL;3;0.0692;0.5419;0.2334;0.4307
DKL;3;0.0696;0.4142;0.2629;0.6347
DKL;3;0.0703;0.9999;0.104;0.1040
DKL;3;0.0703;0.5199;0.2023;0.3891
DKL;3;0.0703;0.5529;0.1598;0.2890
DKL;3;0.0703;0.5379;0.2091;0.3887
DKL;3;0.0707;0.5575;0.1935;0.3471
DKL;3;0.0707;0.619;0.165;0.2666
DKL;3;0.0733;0.386;0.2627;0.6806
DKL;3;0.0737;0.6171;0.1655;0.2682
DKL;3;0.0748;0.5512;0.1748;0.3171
DKL;3;0.0759;0.5079;0.2166;0.4265
DKL;3;0.0759;0.7002;0.2443;0.3489
DKL;3;0.0771;0.504;0.1826;0.3623
DKL;3;0.0789;0.5897;0.1783;0.3024
DKL;3;0.0793;0.9967;0.141;0.1415
DKL;3;0.0801;0.4142;0.2539;0.6130
DKL;3;0.0816;0.7078;0.1665;0.2352
DKL;3;0.0831;0.4188;0.4181;0.9983
DKL;3;0.0834;0.5369;0.2258;0.4206
DKL;3;0.0834;0.6786;0.2517;0.3709
DKL;3;0.0842;0.7825;0.1786;0.2282
DKL;3;0.0846;0.5647;0.3982;0.7052
DKL;3;0.0853;0.576;0.2166;0.3760
DKL;3;0.086;0.4906;0.273;0.5565
DKL;3;0.0872;1.1497;0.0967;0.0841
DKL;3;0.0875;0.8755;0.1365;0.1559
DKL;3;0.0883;0.5806;0.3056;0.5264
DKL;3;0.0902;0.6703;0.233;0.3476
DKL;3;0.0924;0.4981;0.2388;0.4794
DKL;3;0.0932;0.5375;0.2478;0.4610
DKL;3;0.0935;0.4183;0.2998;0.7167
DKL;3;0.095;0.4462;0.3095;0.6936
DKL;3;0.0954;0.5647;0.3198;0.5663
DKL;3;0.0973;0.9164;0.1221;0.1332
DKL;3;0.0995;0.4172;0.4161;0.9974
DKL;3;0.1003;0.4142;0.3596;0.8682
DKL;3;0.1006;0.999;0.151;0.1512
DKL;3;0.104;0.6863;0.2056;0.2996
DKL;3;0.1044;0.5481;0.3113;0.5680
DKL;3;0.1051;0.7192;0.2524;0.3509
DKL;3;0.1055;0.4188;0.3753;0.8961
DKL;3;0.1059;0.7888;0.2363;0.2996
DKL;3;0.1059;0.4773;0.3819;0.8001
DKL;3;0.1077;0.6433;0.2258;0.3510
DKL;3;0.1104;0.461;0.4188;0.9085
DKL;3;0.113;0.5652;0.2748;0.4862
DKL;3;0.1156;0.4703;0.3676;0.7816
DKL;3;0.1179;0.6672;0.2518;0.3774
DKL;3;0.1186;0.8934;0.2132;0.2386
DKL;3;0.1193;0.4643;0.3492;0.7521
DKL;3;0.1208;0.66;0.3866;0.5858
DKL;3;0.122;0.5513;0.3482;0.6316
DKL;3;0.122;1.0726;0.2627;0.2449
DKL;3;0.1246;0.8094;0.1969;0.2433
DKL;3;0.1253;0.7774;0.3619;0.4655
DKL;3;0.1265;0.9182;0.2539;0.2765
DKL;3;0.128;0.6701;0.435;0.6492
DKL;3;0.1291;0.7646;0.2349;0.3072
DKL;3;0.1298;0.6023;0.2876;0.4775
DKL;3;0.1403;0.9116;0.2792;0.3063
DKL;3;0.1422;0.6496;0.2903;0.4469
DKL;3;0.1429;1.0691;0.1989;0.1860
DKL;3;0.144;0.6353;0.3248;0.5113
DKL;3;0.1448;0.7775;0.349;0.4489
DKL;3;0.1504;0.7017;0.2933;0.4180
DKL;3;0.1541;0.6653;0.3897;0.5858
DKL;3;0.1545;0.5852;0.3753;0.6413
DKL;3;0.1579;0.6057;0.3688;0.6089
DKL;3;0.1732;0.5742;0.4717;0.8215
DKL;3;0.174;0.7344;0.3292;0.4483
DKL;3;0.1904;0.6774;0.3596;0.5309
DKL;3;0.1949;0.9802;0.269;0.2744
DKL;3;0.2009;0.8094;0.3938;0.4865
DKL;3;0.202;0.7405;0.3688;0.4980
DKL;3;0.211;0.58;0.4683;0.8074
DKL;3;0.2121;0.7072;0.4317;0.6104
DKL;3;0.2136;0.9299;0.2913;0.3133
DKL;3;0.2252;0.8411;0.3536;0.4204
DKL;3;0.2267;0.7556;0.3838;0.5079
DKL;3;0.2301;1.6472;0.2632;0.1598
DKL;3;0.2323;0.6608;0.547;0.8278
DKL;3;0.2391;1.0792;0.312;0.2891
DKL;3;0.2488;0.8413;0.4478;0.5323
DKL;3;0.2567;0.8712;0.4793;0.5502
DKL;3;0.2619;1.707;0.216;0.1265
DKL;3;0.2656;1.2412;0.275;0.2216
DKL;3;0.2802;1.0403;0.5276;0.5072
DKL;3;0.3001;0.9022;0.4562;0.5057
DKL;3;0.321;0.8251;0.5682;0.6886
DKL;3;0.4785;1.9787;0.527;0.2663
DKL;3;0.5612;1.701;0.4534;0.2665
DKL;3;0.7049;2.2322;0.4687;0.2100
DKL;3;0.9436;1.863;0.7338;0.3939
DKL;3;1.0502;1.8445;0.7905;0.4286
DKL;3;2.0839;2.573;1.0017;0.3893
DKL;4;0.0052;0.1755;0.0432;0.2462
DKL;4;0.0052;0.1903;0.0433;0.2275
DKL;4;0.0052;0.1933;0.0433;0.2240
DKL;4;0.0056;0.1823;0.0433;0.2375
DKL;4;0.0056;0.1783;0.0433;0.2428
DKL;4;0.0056;0.1823;0.0433;0.2375
DKL;4;0.006;0.1755;0.0386;0.2199
DKL;4;0.006;0.1838;0.0386;0.2100
DKL;4;0.0064;0.2056;0.0433;0.2106
DKL;4;0.0064;0.1786;0.0432;0.2419
DKL;4;0.0067;0.1748;0.0433;0.2477
DKL;4;0.0067;0.1823;0.0433;0.2375
DKL;4;0.0067;0.2349;0.0388;0.1652
DKL;4;0.0071;0.2325;0.0433;0.1862
DKL;4;0.0071;0.1823;0.0433;0.2375
DKL;4;0.0071;0.1832;0.0613;0.3346
DKL;4;0.0075;0.216;0.0433;0.2005
DKL;4;0.0075;0.2057;0.0547;0.2659
DKL;4;0.0075;0.2524;0.0547;0.2167
DKL;4;0.0075;0.2527;0.0386;0.1528
DKL;4;0.0075;0.2261;0.0388;0.1716
DKL;4;0.0079;0.1948;0.0386;0.1982
DKL;4;0.0082;0.1993;0.0432;0.2168
DKL;4;0.0082;0.2359;0.0433;0.1836
DKL;4;0.0082;0.2359;0.0698;0.2959
DKL;4;0.0082;0.1935;0.0697;0.3602
DKL;4;0.0082;0.1907;0.0697;0.3655
DKL;4;0.0082;0.2091;0.0698;0.3338
DKL;4;0.0082;0.1933;0.0547;0.2830
DKL;4;0.0082;0.178;0.0581;0.3264
DKL;4;0.0086;0.2549;0.0611;0.2397
DKL;4;0.0086;0.2517;0.0613;0.2435
DKL;4;0.0086;0.216;0.0433;0.2005
DKL;4;0.009;0.1748;0.0613;0.3507
DKL;4;0.009;0.178;0.0799;0.4489
DKL;4;0.009;0.2773;0.0386;0.1392
DKL;4;0.0094;0.1783;0.0698;0.3915
DKL;4;0.0094;0.194;0.0988;0.5093
DKL;4;0.0094;0.208;0.0613;0.2947
DKL;4;0.0094;0.2202;0.0581;0.2639
DKL;4;0.0094;0.1755;0.0611;0.3481
DKL;4;0.0094;0.2057;0.0697;0.3388
DKL;4;0.0094;0.2774;0.0432;0.1557
DKL;4;0.0094;0.1976;0.0611;0.3092
DKL;4;0.0097;0.2141;0.0611;0.2854
DKL;4;0.0097;0.178;0.0613;0.3444
DKL;4;0.0097;0.3054;0.0433;0.1418
DKL;4;0.0097;0.1748;0.0799;0.4571
DKL;4;0.0097;0.1969;0.0613;0.3113
DKL;4;0.0101;0.2159;0.0613;0.2839
DKL;4;0.0101;0.1748;0.0581;0.3324
DKL;4;0.0101;0.194;0.0613;0.3160
DKL;4;0.0101;0.2741;0.0611;0.2229
DKL;4;0.0101;0.2774;0.0386;0.1391
DKL;4;0.0101;0.2748;0.0547;0.1991
DKL;4;0.0101;0.1915;0.0547;0.2856
DKL;4;0.0101;0.1933;0.0698;0.3611
DKL;4;0.0105;0.2334;0.0866;0.3710
DKL;4;0.0105;0.1823;0.0698;0.3829
DKL;4;0.0105;0.1784;0.0697;0.3907
DKL;4;0.0105;0.1933;0.1239;0.6410
DKL;4;0.0105;0.2635;0.0579;0.2197
DKL;4;0.0105;0.1838;0.0864;0.4701
DKL;4;0.0105;0.3009;0.0547;0.1818
DKL;4;0.0105;0.271;0.0433;0.1598
DKL;4;0.0105;0.233;0.0697;0.2991
DKL;4;0.0108;0.2325;0.0613;0.2637
DKL;4;0.0108;0.178;0.0775;0.4354
DKL;4;0.0108;0.2204;0.0821;0.3725
DKL;4;0.0108;0.1783;0.0698;0.3915
DKL;4;0.0108;0.2443;0.0866;0.3545
DKL;4;0.0108;0.1786;0.0772;0.4323
DKL;4;0.0108;0.271;0.0613;0.2262
DKL;4;0.0108;0.178;0.1225;0.6882
DKL;4;0.0108;0.2209;0.0611;0.2766
DKL;4;0.0108;0.1903;0.0613;0.3221
DKL;4;0.0108;0.2016;0.0799;0.3963
DKL;4;0.0108;0.1832;0.0799;0.4361
