"Site","Depth","ProjArea","StraightLength","StraightWidth","WLRatio","Volume","Age","keep"
"DKL",10,0.0539,0.2922,0.272,0.9309,44,2006.254,TRUE
"DKL",10,0.0539,0.8795,0.0967,0.1099,44,2006.254,TRUE
"DKL",10,0.0539,0.4655,0.1748,0.3755,44,2006.254,TRUE
"DKL",10,0.0539,0.5894,0.1592,0.2701,44,2006.254,TRUE
"DKL",10,0.0539,0.3222,0.2091,0.649,44,2006.254,TRUE
"DKL",10,0.0539,0.4981,0.1406,0.2823,44,2006.254,TRUE
"DKL",10,0.0539,0.5985,0.1163,0.1943,44,2006.254,TRUE
"DKL",10,0.0539,0.4418,0.1592,0.3603,44,2006.254,TRUE
"DKL",10,0.0539,0.4384,0.1784,0.4069,44,2006.254,TRUE
"DKL",10,0.0539,0.4473,0.1832,0.4096,44,2006.254,TRUE
"DKL",10,0.0539,0.4683,0.1296,0.2767,44,2006.254,TRUE
"DKL",10,0.0539,0.3056,0.2363,0.7732,44,2006.254,TRUE
"DKL",10,0.0539,0.6291,0.1225,0.1947,44,2006.254,TRUE
"DKL",10,0.0539,1.1477,0.1406,0.1225,44,2006.254,TRUE
"DKL",10,0.0539,0.4459,0.1598,0.3584,44,2006.254,TRUE
"DKL",10,0.0539,0.4521,0.245,0.5419,44,2006.254,TRUE
"DKL",10,0.0539,0.5827,0.271,0.4651,44,2006.254,TRUE
"DKL",10,0.0539,0.3805,0.1907,0.5012,44,2006.254,TRUE
"DKL",10,0.0539,0.3702,0.194,0.524,44,2006.254,TRUE
"DKL",10,0.0542,0.7259,0.1239,0.1707,44,2006.254,TRUE
"DKL",10,0.0542,0.4418,0.2016,0.4563,44,2006.254,TRUE
"DKL",10,0.0542,0.8768,0.0698,0.0796,44,2006.254,TRUE
"DKL",10,0.0542,0.5773,0.1238,0.2144,44,2006.254,TRUE
"DKL",10,0.0542,0.5098,0.1365,0.2678,44,2006.254,TRUE
"DKL",10,0.0542,0.4092,0.1655,0.4044,44,2006.254,TRUE
"DKL",10,0.0542,0.4649,0.2141,0.4605,44,2006.254,TRUE
"DKL",10,0.0542,0.3129,0.2871,0.9175,44,2006.254,TRUE
"DKL",10,0.0542,0.4413,0.2204,0.4994,44,2006.254,TRUE
"DKL",10,0.0542,0.7823,0.0968,0.1237,44,2006.254,TRUE
"DKL",10,0.0542,0.4356,0.1786,0.41,44,2006.254,TRUE
"DKL",10,0.0542,0.7762,0.0985,0.1269,44,2006.254,TRUE
"DKL",10,0.0542,0.6462,0.1784,0.2761,44,2006.254,TRUE
"DKL",10,0.0546,0.7344,0.1043,0.142,44,2006.254,TRUE
"DKL",10,0.0546,0.4088,0.1748,0.4276,44,2006.254,TRUE
"DKL",10,0.0546,0.3646,0.2955,0.8105,44,2006.254,TRUE
"DKL",10,0.0546,0.7212,0.1174,0.1628,44,2006.254,TRUE
"DKL",10,0.0546,0.8617,0.0968,0.1123,44,2006.254,TRUE
"DKL",10,0.0546,0.3994,0.2016,0.5048,44,2006.254,TRUE
"DKL",10,0.0546,0.5928,0.1406,0.2372,44,2006.254,TRUE
"DKL",10,0.0546,0.5496,0.1511,0.2749,44,2006.254,TRUE
"DKL",10,0.0546,0.619,0.104,0.168,44,2006.254,TRUE
"DKL",10,0.0546,0.373,0.2086,0.5592,44,2006.254,TRUE
"DKL",10,0.0546,0.331,0.2261,0.6831,44,2006.254,TRUE
"DKL",10,0.0546,0.3283,0.2735,0.8331,44,2006.254,TRUE
"DKL",10,0.055,0.5396,0.165,0.3058,44,2006.254,TRUE
"DKL",10,0.055,0.5583,0.1394,0.2497,44,2006.254,TRUE
"DKL",10,0.055,0.7378,0.1221,0.1655,44,2006.254,TRUE
"DKL",10,0.055,0.7953,0.0988,0.1242,44,2006.254,TRUE
"DKL",10,0.055,0.7551,0.1239,0.1641,44,2006.254,TRUE
"DKL",10,0.055,0.6035,0.137,0.227,44,2006.254,TRUE
"DKL",10,0.055,0.5872,0.1786,0.3042,44,2006.254,TRUE
"DKL",10,0.055,0.4964,0.1562,0.3147,44,2006.254,TRUE
"DKL",10,0.055,0.5228,0.151,0.2888,44,2006.254,TRUE
"DKL",10,0.055,0.36,0.2204,0.6122,44,2006.254,TRUE
"DKL",10,0.055,0.3922,0.2016,0.514,44,2006.254,TRUE
"DKL",10,0.055,0.3717,0.1993,0.5362,44,2006.254,TRUE
"DKL",10,0.055,0.5492,0.1179,0.2147,44,2006.254,TRUE
"DKL",10,0.055,0.3696,0.2602,0.704,44,2006.254,TRUE
"DKL",10,0.055,0.9181,0.0967,0.1053,44,2006.254,TRUE
"DKL",10,0.055,0.8817,0.0968,0.1098,44,2006.254,TRUE
"DKL",10,0.055,0.5336,0.2056,0.3853,44,2006.254,TRUE
"DKL",10,0.055,0.4268,0.194,0.4545,44,2006.254,TRUE
"DKL",10,0.055,0.3952,0.1592,0.4028,44,2006.254,TRUE
"DKL",10,0.055,0.5115,0.1558,0.3046,44,2006.254,TRUE
"DKL",10,0.055,0.306,0.2788,0.9111,44,2006.254,TRUE
"DKL",10,0.055,0.5036,0.165,0.3276,44,2006.254,TRUE
"DKL",10,0.055,0.392,0.1823,0.4651,44,2006.254,TRUE
"DKL",10,0.055,0.3129,0.2334,0.7459,44,2006.254,TRUE
"DKL",10,0.055,0.4938,0.1396,0.2827,44,2006.254,TRUE
"DKL",10,0.055,0.9272,0.0864,0.0932,44,2006.254,TRUE
"DKL",10,0.055,0.4965,0.1406,0.2832,44,2006.254,TRUE
"DKL",10,0.055,0.7156,0.1396,0.1951,44,2006.254,TRUE
"DKL",10,0.0554,0.333,0.252,0.7568,44,2006.254,TRUE
"DKL",10,0.0554,0.4842,0.2426,0.501,44,2006.254,TRUE
"DKL",10,0.0554,0.4128,0.1755,0.4251,44,2006.254,TRUE
"DKL",10,0.0554,0.6121,0.1238,0.2023,44,2006.254,TRUE
"DKL",10,0.0554,0.8634,0.1174,0.136,44,2006.254,TRUE
"DKL",10,0.0554,0.739,0.1239,0.1677,44,2006.254,TRUE
"DKL",10,0.0554,0.5623,0.1225,0.2179,44,2006.254,TRUE
"DKL",10,0.0554,0.4096,0.1948,0.4756,44,2006.254,TRUE
"DKL",10,0.0554,0.3217,0.2258,0.7019,44,2006.254,TRUE
"DKL",10,0.0554,0.6225,0.1396,0.2243,44,2006.254,TRUE
"DKL",10,0.0557,0.306,0.2629,0.8592,44,2006.254,TRUE
"DKL",10,0.0557,0.4413,0.1933,0.438,44,2006.254,TRUE
"DKL",10,0.0557,0.4333,0.194,0.4477,44,2006.254,TRUE
"DKL",10,0.0557,0.7741,0.1663,0.2148,44,2006.254,TRUE
"DKL",10,0.0557,0.4413,0.1663,0.3768,44,2006.254,TRUE
"DKL",10,0.0557,0.3195,0.2388,0.7474,44,2006.254,TRUE
"DKL",10,0.0557,0.3387,0.2254,0.6655,44,2006.254,TRUE
"DKL",10,0.0557,0.513,0.1592,0.3103,44,2006.254,TRUE
"DKL",10,0.0557,0.4137,0.2206,0.5332,44,2006.254,TRUE
"DKL",10,0.0557,0.7498,0.141,0.1881,44,2006.254,TRUE
"DKL",10,0.0557,0.3482,0.2518,0.7231,44,2006.254,TRUE
"DKL",10,0.0557,0.349,0.2091,0.5991,44,2006.254,TRUE
"DKL",10,0.0557,0.5548,0.1394,0.2513,44,2006.254,TRUE
"DKL",10,0.0561,0.6619,0.0967,0.1461,44,2006.254,TRUE
"DKL",10,0.0561,0.8822,0.0864,0.0979,44,2006.254,TRUE
"DKL",10,0.0561,0.5104,0.1784,0.3495,44,2006.254,TRUE
"DKL",10,0.0561,0.3113,0.2933,0.9422,44,2006.254,TRUE
"DKL",10,0.0561,0.7278,0.1127,0.1549,44,2006.254,TRUE
"DKL",10,0.0561,0.6874,0.1394,0.2028,44,2006.254,TRUE
"DKL",10,0.0561,0.5882,0.1239,0.2106,44,2006.254,TRUE
"DKL",10,0.0561,0.5624,0.151,0.2685,44,2006.254,TRUE
"DKL",10,0.0561,0.4777,0.2166,0.4534,44,2006.254,TRUE
"DKL",10,0.0565,0.4425,0.165,0.3729,44,2006.254,TRUE
"DKL",10,0.0565,0.3695,0.2057,0.5567,44,2006.254,TRUE
"DKL",10,0.0565,0.6411,0.1471,0.2294,44,2006.254,TRUE
"DKL",10,0.0565,0.4413,0.1783,0.404,44,2006.254,TRUE
"DKL",10,0.0565,0.4516,0.1558,0.345,44,2006.254,TRUE
"DKL",10,0.0565,0.5419,0.1562,0.2882,44,2006.254,TRUE
"DKL",10,0.0565,0.4073,0.2141,0.5257,44,2006.254,TRUE
"DKL",10,0.0565,0.4158,0.1823,0.4384,44,2006.254,TRUE
"DKL",10,0.0565,0.5147,0.1826,0.3548,44,2006.254,TRUE
"DKL",10,0.0565,0.7936,0.0968,0.122,44,2006.254,TRUE
"DKL",10,0.0565,0.8275,0.0968,0.117,44,2006.254,TRUE
"DKL",10,0.0565,0.4674,0.1993,0.4264,44,2006.254,TRUE
"DKL",10,0.0565,0.3464,0.2421,0.6989,44,2006.254,TRUE
"DKL",10,0.0565,0.3056,0.2363,0.7732,44,2006.254,TRUE
"DKL",10,0.0569,0.5827,0.1221,0.2095,44,2006.254,TRUE
"DKL",10,0.0569,0.4515,0.2057,0.4556,44,2006.254,TRUE
"DKL",10,0.0569,0.4878,0.1396,0.2862,44,2006.254,TRUE
"DKL",10,0.0569,0.4409,0.275,0.6237,44,2006.254,TRUE
"DKL",10,0.0569,0.6258,0.104,0.1662,44,2006.254,TRUE
"DKL",10,0.0569,0.3523,0.2357,0.669,44,2006.254,TRUE
"DKL",10,0.0569,0.3702,0.2132,0.5759,44,2006.254,TRUE
"DKL",10,0.0569,0.4148,0.2859,0.6892,44,2006.254,TRUE
"DKL",10,0.0569,0.5336,0.151,0.283,44,2006.254,TRUE
"DKL",10,0.0569,0.619,0.2261,0.3653,44,2006.254,TRUE
"DKL",10,0.0569,0.4516,0.1823,0.4037,44,2006.254,TRUE
"DKL",10,0.0569,0.3819,0.1989,0.5208,44,2006.254,TRUE
"DKL",10,0.0569,0.4842,0.1826,0.3771,44,2006.254,TRUE
"DKL",10,0.0569,0.7002,0.1221,0.1744,44,2006.254,TRUE
"DKL",10,0.0569,0.5924,0.1475,0.249,44,2006.254,TRUE
"DKL",10,0.0572,0.5812,0.2254,0.3878,44,2006.254,TRUE
"DKL",10,0.0572,0.547,0.1826,0.3338,44,2006.254,TRUE
"DKL",10,0.0572,0.3866,0.2478,0.641,44,2006.254,TRUE
"DKL",10,0.0572,0.4413,0.1907,0.4321,44,2006.254,TRUE
"DKL",10,0.0572,0.4703,0.1475,0.3136,44,2006.254,TRUE
"DKL",10,0.0572,0.4843,0.1832,0.3783,44,2006.254,TRUE
"DKL",10,0.0572,0.3171,0.2632,0.83,44,2006.254,TRUE
"DKL",10,0.0572,0.9283,0.1728,0.1861,44,2006.254,TRUE
"DKL",10,0.0572,0.445,0.1665,0.3742,44,2006.254,TRUE
"DKL",10,0.0572,0.6286,0.0988,0.1572,44,2006.254,TRUE
"DKL",10,0.0572,0.3993,0.2334,0.5845,44,2006.254,TRUE
"DKL",10,0.0572,0.3741,0.208,0.556,44,2006.254,TRUE
"DKL",10,0.0572,0.6713,0.0968,0.1442,44,2006.254,TRUE
"DKL",10,0.0572,0.3986,0.1784,0.4476,44,2006.254,TRUE
"DKL",10,0.0572,0.4534,0.2056,0.4535,44,2006.254,TRUE
"DKL",10,0.0572,0.5583,0.1394,0.2497,44,2006.254,TRUE
"DKL",10,0.0572,0.4733,0.1786,0.3774,44,2006.254,TRUE
"DKL",10,0.0572,0.4521,0.1655,0.3661,44,2006.254,TRUE
"DKL",10,0.0572,0.8773,0.1238,0.1411,44,2006.254,TRUE
"DKL",10,0.0572,0.3676,0.1832,0.4984,44,2006.254,TRUE
"DKL",10,0.0572,0.5928,0.1592,0.2686,44,2006.254,TRUE
"DKL",10,0.0572,0.4059,0.2141,0.5275,44,2006.254,TRUE
"DKL",10,0.0572,0.6004,0.1396,0.2325,44,2006.254,TRUE
"DKL",10,0.0576,1.0933,0.0799,0.0731,44,2006.254,TRUE
"DKL",10,0.0576,0.4833,0.1511,0.3126,44,2006.254,TRUE
"DKL",10,0.0576,0.4353,0.2261,0.5194,44,2006.254,TRUE
"DKL",10,0.0576,0.9586,0.104,0.1085,44,2006.254,TRUE
"DKL",10,0.0576,0.7637,0.0967,0.1266,44,2006.254,TRUE
"DKL",10,0.0576,0.3198,0.2773,0.8671,44,2006.254,TRUE
"DKL",10,0.0576,0.386,0.1832,0.4746,44,2006.254,TRUE
"DKL",10,0.0576,0.3523,0.2357,0.669,44,2006.254,TRUE
"DKL",10,0.0576,0.5438,0.1598,0.2939,44,2006.254,TRUE
"DKL",10,0.0576,0.3702,0.194,0.524,44,2006.254,TRUE
"DKL",10,0.0576,0.6765,0.165,0.2439,44,2006.254,TRUE
"DKL",10,0.0576,0.3714,0.2141,0.5765,44,2006.254,TRUE
"DKL",10,0.0576,0.5154,0.1394,0.2705,44,2006.254,TRUE
"DKL",10,0.0576,0.6711,0.1663,0.2478,44,2006.254,TRUE
"DKL",10,0.0576,0.4531,0.1511,0.3335,44,2006.254,TRUE
"DKL",10,0.0576,0.5034,0.137,0.2721,44,2006.254,TRUE
"DKL",10,0.0576,0.3913,0.1993,0.5093,44,2006.254,TRUE
"DKL",10,0.0576,0.4028,0.2091,0.5191,44,2006.254,TRUE
"DKL",10,0.0576,0.6182,0.1598,0.2585,44,2006.254,TRUE
"DKL",10,0.0576,0.4658,0.2202,0.4727,44,2006.254,TRUE
"DKL",10,0.058,1.1027,0.0864,0.0784,44,2006.254,TRUE
"DKL",10,0.058,0.4148,0.2258,0.5444,44,2006.254,TRUE
"DKL",10,0.058,0.5883,0.1406,0.239,44,2006.254,TRUE
"DKL",10,0.058,0.6747,0.1043,0.1546,44,2006.254,TRUE
"DKL",10,0.058,0.4462,0.271,0.6074,44,2006.254,TRUE
"DKL",10,0.058,0.5804,0.1562,0.2691,44,2006.254,TRUE
"DKL",10,0.058,0.5224,0.1511,0.2892,44,2006.254,TRUE
"DKL",10,0.058,0.3989,0.2748,0.6889,44,2006.254,TRUE
"DKL",10,0.058,0.4618,0.1558,0.3374,44,2006.254,TRUE
"DKL",10,0.058,0.4073,0.2141,0.5257,44,2006.254,TRUE
"DKL",10,0.058,0.6579,0.1365,0.2075,44,2006.254,TRUE
"DKL",10,0.058,0.4248,0.216,0.5085,44,2006.254,TRUE
"DKL",10,0.058,0.3596,0.2363,0.6571,44,2006.254,TRUE
"DKL",10,0.058,0.4932,0.1783,0.3615,44,2006.254,TRUE
"DKL",10,0.058,0.5948,0.1179,0.1982,44,2006.254,TRUE
"DKL",10,0.0584,0.8945,0.0799,0.0893,44,2006.254,TRUE
"DKL",10,0.0584,0.3445,0.2476,0.7187,44,2006.254,TRUE
"DKL",10,0.0584,0.5203,0.1511,0.2904,44,2006.254,TRUE
"DKL",10,0.0584,0.4275,0.1598,0.3738,44,2006.254,TRUE
"DKL",10,0.0584,0.6802,0.1296,0.1905,44,2006.254,TRUE
"DKL",10,0.0584,0.4077,0.1826,0.4479,44,2006.254,TRUE
"DKL",10,0.0584,0.544,0.1557,0.2862,44,2006.254,TRUE
"DKL",10,0.0584,0.538,0.151,0.2807,44,2006.254,TRUE
"DKL",10,0.0584,0.4242,0.233,0.5493,44,2006.254,TRUE
"DKL",10,0.0584,0.6672,0.2267,0.3398,44,2006.254,TRUE
"DKL",10,0.0584,0.3687,0.2132,0.5782,44,2006.254,TRUE
"DKL",10,0.0587,0.3326,0.2363,0.7105,44,2006.254,TRUE
"DKL",10,0.0587,0.33,0.295,0.8939,44,2006.254,TRUE
"DKL",10,0.0587,0.388,0.1755,0.4523,44,2006.254,TRUE
"DKL",10,0.0587,0.4937,0.1296,0.2625,44,2006.254,TRUE
"DKL",10,0.0587,0.3888,0.2598,0.6682,44,2006.254,TRUE
"DKL",10,0.0587,0.3596,0.2094,0.5823,44,2006.254,TRUE
"DKL",10,0.0587,0.6166,0.1826,0.2961,44,2006.254,TRUE
"DKL",10,0.0587,0.5481,0.1365,0.249,44,2006.254,TRUE
"DKL",10,0.0587,0.7094,0.1396,0.1968,44,2006.254,TRUE
"DKL",10,0.0587,0.4356,0.1598,0.3669,44,2006.254,TRUE
"DKL",10,0.0587,0.356,0.2166,0.6084,44,2006.254,TRUE
"DKL",10,0.0587,0.3805,0.1907,0.5012,44,2006.254,TRUE
"DKL",10,0.0587,0.4103,0.2735,0.6666,44,2006.254,TRUE
"DKL",10,0.0587,0.6121,0.2091,0.3416,44,2006.254,TRUE
"DKL",10,0.0587,0.4668,0.1732,0.371,44,2006.254,TRUE
"DKL",10,0.0587,0.6062,0.5616,0.9264,44,2006.254,TRUE
"DKL",10,0.0587,0.4172,0.2261,0.5419,44,2006.254,TRUE
"DKL",10,0.0587,0.4605,0.3185,0.6916,44,2006.254,TRUE
"DKL",10,0.0591,0.5079,0.2056,0.4048,44,2006.254,TRUE
"DKL",10,0.0591,0.4028,0.2091,0.5191,44,2006.254,TRUE
"DKL",10,0.0591,0.4137,0.1935,0.4677,44,2006.254,TRUE
"DKL",10,0.0591,0.4377,0.2462,0.5625,44,2006.254,TRUE
"DKL",10,0.0591,0.7081,0.2166,0.3059,44,2006.254,TRUE
"DKL",10,0.0591,0.7232,0.1221,0.1688,44,2006.254,TRUE
"DKL",10,0.0591,0.4951,0.2086,0.4213,44,2006.254,TRUE
"DKL",10,0.0591,0.5573,0.1225,0.2198,44,2006.254,TRUE
"DKL",10,0.0591,0.8384,0.1043,0.1244,44,2006.254,TRUE
"DKL",10,0.0591,0.4521,0.1838,0.4065,44,2006.254,TRUE
"DKL",10,0.0591,0.3217,0.2524,0.7846,44,2006.254,TRUE
"DKL",10,0.0591,0.6499,0.1174,0.1806,44,2006.254,TRUE
"DKL",10,0.0591,0.3866,0.2206,0.5706,44,2006.254,TRUE
"DKL",10,0.0591,0.349,0.2091,0.5991,44,2006.254,TRUE
"DKL",10,0.0591,0.3195,0.2388,0.7474,44,2006.254,TRUE
"DKL",10,0.0591,0.5616,0.1299,0.2313,44,2006.254,TRUE
"DKL",10,0.0591,0.4906,0.194,0.3954,44,2006.254,TRUE
"DKL",10,0.0595,0.3919,0.194,0.495,44,2006.254,TRUE
"DKL",10,0.0595,0.6316,0.1225,0.194,44,2006.254,TRUE
"DKL",10,0.0595,0.4242,0.1784,0.4206,44,2006.254,TRUE
"DKL",10,0.0595,0.4292,0.2632,0.6132,44,2006.254,TRUE
"DKL",10,0.0595,0.4843,0.1406,0.2903,44,2006.254,TRUE
"DKL",10,0.0595,0.5013,0.1786,0.3563,44,2006.254,TRUE
"DKL",10,0.0595,0.5216,0.2141,0.4105,44,2006.254,TRUE
"DKL",10,0.0595,0.6874,0.1394,0.2028,44,2006.254,TRUE
"DKL",10,0.0595,0.6396,0.2086,0.3261,44,2006.254,TRUE
"DKL",10,0.0595,0.3881,0.2132,0.5493,44,2006.254,TRUE
"DKL",10,0.0595,0.7568,0.0985,0.1302,44,2006.254,TRUE
"DKL",10,0.0595,0.8599,0.0967,0.1125,44,2006.254,TRUE
"DKL",10,0.0595,0.7302,0.1221,0.1672,44,2006.254,TRUE
"DKL",10,0.0595,0.3217,0.2524,0.7846,44,2006.254,TRUE
"DKL",10,0.0599,0.383,0.2188,0.5713,44,2006.254,TRUE
"DKL",10,0.0599,0.7109,0.1558,0.2192,44,2006.254,TRUE
"DKL",10,0.0599,0.6782,0.1475,0.2175,44,2006.254,TRUE
"DKL",10,0.0599,0.3374,0.2518,0.7463,44,2006.254,TRUE
"DKL",10,0.0599,0.6258,0.1832,0.2927,44,2006.254,TRUE
"DKL",10,0.0599,0.4965,0.165,0.3323,44,2006.254,TRUE
"DKL",10,0.0599,0.5647,0.2206,0.3906,44,2006.254,TRUE
"DKL",10,0.0599,0.351,0.2902,0.8268,44,2006.254,TRUE
"DKL",10,0.0599,0.373,0.2698,0.7233,44,2006.254,TRUE
"DKL",10,0.0599,0.961,0.0967,0.1006,44,2006.254,TRUE
"DKL",10,0.0599,0.5154,0.1823,0.3537,44,2006.254,TRUE
"DKL",10,0.0599,0.3422,0.2821,0.8244,44,2006.254,TRUE
"DKL",10,0.0599,0.5315,0.1558,0.2931,44,2006.254,TRUE
"DKL",10,0.0599,0.3871,0.2476,0.6396,44,2006.254,TRUE
"DKL",10,0.0599,0.4857,0.2334,0.4805,44,2006.254,TRUE
"DKL",10,0.0599,0.5072,0.1748,0.3446,44,2006.254,TRUE
"DKL",10,0.0599,0.4242,0.1826,0.4305,44,2006.254,TRUE
"DKL",10,0.0599,0.5702,0.1365,0.2394,44,2006.254,TRUE
"DKL",10,0.0602,0.3333,0.2357,0.7072,44,2006.254,TRUE
"DKL",10,0.0602,0.9084,0.1129,0.1243,44,2006.254,TRUE
"DKL",10,0.0602,0.3063,0.2871,0.9373,44,2006.254,TRUE
"DKL",10,0.0602,0.648,0.1732,0.2673,44,2006.254,TRUE
"DKL",10,0.0602,0.4717,0.1471,0.3119,44,2006.254,TRUE
"DKL",10,0.0602,0.591,0.1394,0.2359,44,2006.254,TRUE
"DKL",10,0.0602,0.7277,0.104,0.1429,44,2006.254,TRUE
"DKL",10,0.0602,0.7805,0.1127,0.1444,44,2006.254,TRUE
"DKL",10,0.0606,0.6382,0.1239,0.1941,44,2006.254,TRUE
"DKL",10,0.0606,0.5085,0.1406,0.2765,44,2006.254,TRUE
"DKL",10,0.0606,0.8055,0.0967,0.12,44,2006.254,TRUE
"DKL",10,0.0606,0.3993,0.216,0.5409,44,2006.254,TRUE
"DKL",10,0.0606,0.3293,0.2876,0.8734,44,2006.254,TRUE
"DKL",10,0.0606,0.6035,0.1948,0.3228,44,2006.254,TRUE
"DKL",10,0.0606,0.4989,0.1511,0.3029,44,2006.254,TRUE
"DKL",10,0.0606,0.7775,0.1129,0.1452,44,2006.254,TRUE
"DKL",10,0.0606,0.5053,0.2549,0.5045,44,2006.254,TRUE
"DKL",10,0.0606,0.4843,0.1592,0.3287,44,2006.254,TRUE
"DKL",10,0.0606,0.4161,0.234,0.5624,44,2006.254,TRUE
"DKL",10,0.0606,0.3805,0.234,0.615,44,2006.254,TRUE
"DKL",10,0.0606,0.5718,0.1989,0.3478,44,2006.254,TRUE
"DKL",10,0.0606,0.6663,0.1129,0.1694,44,2006.254,TRUE
"DKL",10,0.0606,0.7194,0.1174,0.1632,44,2006.254,TRUE
"DKL",10,0.0606,0.4032,0.2635,0.6535,44,2006.254,TRUE
"DKL",10,0.0606,0.5072,0.1969,0.3882,44,2006.254,TRUE
"DKL",10,0.0606,0.3952,0.1969,0.4982,44,2006.254,TRUE
"DKL",10,0.061,0.7724,0.137,0.1774,44,2006.254,TRUE
"DKL",10,0.061,0.5827,0.1471,0.2524,44,2006.254,TRUE
"DKL",10,0.061,0.5718,0.1598,0.2795,44,2006.254,TRUE
"DKL",10,0.061,0.4248,0.216,0.5085,44,2006.254,TRUE
"DKL",10,0.061,0.4561,0.178,0.3903,44,2006.254,TRUE
"DKL",10,0.061,0.4418,0.2202,0.4984,44,2006.254,TRUE
"DKL",10,0.061,0.5968,0.1561,0.2616,44,2006.254,TRUE
"DKL",10,0.061,0.3758,0.2359,0.6277,44,2006.254,TRUE
"DKL",10,0.061,0.4281,0.1748,0.4083,44,2006.254,TRUE
"DKL",10,0.061,0.4248,0.2334,0.5494,44,2006.254,TRUE
"DKL",10,0.061,0.5321,0.1365,0.2565,44,2006.254,TRUE
"DKL",10,0.061,0.9488,0.0866,0.0913,44,2006.254,TRUE
"DKL",10,0.0614,1.001,0.104,0.1039,44,2006.254,TRUE
"DKL",10,0.0614,0.7043,0.1174,0.1667,44,2006.254,TRUE
"DKL",10,0.0614,0.7029,0.1225,0.1743,44,2006.254,TRUE
"DKL",10,0.0614,0.6353,0.2086,0.3283,44,2006.254,TRUE
"DKL",10,0.0614,0.3248,0.2871,0.8839,44,2006.254,TRUE
"DKL",10,0.0614,0.3753,0.2094,0.558,44,2006.254,TRUE
"DKL",10,0.0614,0.6166,0.1826,0.2961,44,2006.254,TRUE
"DKL",10,0.0614,0.6062,0.1299,0.2143,44,2006.254,TRUE
"DKL",10,0.0614,0.3607,0.2585,0.7167,44,2006.254,TRUE
"DKL",10,0.0614,0.3222,0.252,0.7821,44,2006.254,TRUE
"DKL",10,0.0614,0.4084,0.1823,0.4464,44,2006.254,TRUE
"DKL",10,0.0614,0.5069,0.1598,0.3152,44,2006.254,TRUE
"DKL",10,0.0617,0.4534,0.2476,0.5461,44,2006.254,TRUE
"DKL",10,0.0617,0.4478,0.1755,0.3919,44,2006.254,TRUE
"DKL",10,0.0617,0.3987,0.2254,0.5653,44,2006.254,TRUE
"DKL",10,0.0617,0.5104,0.1665,0.3262,44,2006.254,TRUE
"DKL",10,0.0617,0.4032,0.2209,0.5479,44,2006.254,TRUE
"DKL",10,0.0617,0.3433,0.2443,0.7116,44,2006.254,TRUE
"DKL",10,0.0617,0.4777,0.2964,0.6205,44,2006.254,TRUE
"DKL",10,0.0617,0.5206,0.1783,0.3425,44,2006.254,TRUE
"DKL",10,0.0617,0.4504,0.1903,0.4225,44,2006.254,TRUE
"DKL",10,0.0617,0.8054,0.0968,0.1202,44,2006.254,TRUE
"DKL",10,0.0617,0.4478,0.1562,0.3488,44,2006.254,TRUE
"DKL",10,0.0617,0.7732,0.0988,0.1278,44,2006.254,TRUE
"DKL",10,0.0617,0.6158,0.178,0.2891,44,2006.254,TRUE
"DKL",10,0.0617,0.4242,0.1993,0.4698,44,2006.254,TRUE
"DKL",10,0.0617,0.3198,0.2773,0.8671,44,2006.254,TRUE
"DKL",10,0.0621,0.51,0.1475,0.2892,44,2006.254,TRUE
"DKL",10,0.0621,0.6866,0.1592,0.2319,44,2006.254,TRUE
"DKL",10,0.0621,0.5302,0.2964,0.559,44,2006.254,TRUE
"DKL",10,0.0621,0.7535,0.1728,0.2293,44,2006.254,TRUE
"DKL",10,0.0621,0.4425,0.208,0.4701,44,2006.254,TRUE
"DKL",10,0.0621,0.338,0.269,0.7959,44,2006.254,TRUE
"DKL",10,0.0621,0.7237,0.0988,0.1365,44,2006.254,TRUE
"DKL",10,0.0621,0.3911,0.2518,0.6438,44,2006.254,TRUE
"DKL",10,0.0621,0.4275,0.2086,0.488,44,2006.254,TRUE
"DKL",10,0.0625,0.5623,0.2325,0.4135,44,2006.254,TRUE
"DKL",10,0.0625,0.7239,0.1406,0.1942,44,2006.254,TRUE
"DKL",10,0.0625,0.5109,0.2359,0.4617,44,2006.254,TRUE
"DKL",10,0.0625,0.4516,0.1823,0.4037,44,2006.254,TRUE
"DKL",10,0.0625,0.8631,0.1239,0.1436,44,2006.254,TRUE
"DKL",10,0.0625,0.5633,0.2325,0.4127,44,2006.254,TRUE
"DKL",10,0.0625,0.5532,0.1475,0.2666,44,2006.254,TRUE
"DKL",10,0.0625,0.5109,0.1933,0.3784,44,2006.254,TRUE
"DKL",10,0.0625,0.8617,0.0968,0.1123,44,2006.254,TRUE
"DKL",10,0.0625,0.3056,0.2792,0.9136,44,2006.254,TRUE
"DKL",10,0.0625,0.6369,0.1225,0.1923,44,2006.254,TRUE
"DKL",10,0.0625,0.754,0.1179,0.1564,44,2006.254,TRUE
"DKL",10,0.0625,0.7678,0.0985,0.1283,44,2006.254,TRUE
"DKL",10,0.0625,0.6025,0.1238,0.2055,44,2006.254,TRUE
"DKL",10,0.0625,0.6493,0.1907,0.2937,44,2006.254,TRUE
"DKL",10,0.0625,0.5827,0.1174,0.2015,44,2006.254,TRUE
"DKL",10,0.0625,0.6734,0.1511,0.2244,44,2006.254,TRUE
"DKL",10,0.0625,0.578,0.1592,0.2754,44,2006.254,TRUE
"DKL",10,0.0629,0.5357,0.234,0.4368,44,2006.254,TRUE
