"Site","Depth","ProjArea","StraightLength","StraightWidth","WLRatio","Volume","Age","keep"
"DKL",5,0.0711,0.4045,0.3185,0.7874,44,2009.773,TRUE
"DKL",5,0.0726,0.7972,0.1239,0.1554,44,2009.773,TRUE
"DKL",5,0.0733,0.529,0.1903,0.3597,44,2009.773,TRUE
"DKL",5,0.0737,0.3888,0.2598,0.6682,44,2009.773,TRUE
"DKL",5,0.0778,0.4456,0.1933,0.4338,44,2009.773,TRUE
"DKL",5,0.0816,0.4989,0.2206,0.4422,44,2009.773,TRUE
"DKL",5,0.0842,0.4403,0.2397,0.5444,44,2009.773,TRUE
"DKL",5,0.0872,0.6013,0.1755,0.2919,44,2009.773,TRUE
"DKL",5,0.0879,0.4828,0.2635,0.5458,44,2009.773,TRUE
"DKL",5,0.089,0.4684,0.2359,0.5036,44,2009.773,TRUE
"DKL",5,0.0913,0.5419,0.2334,0.4307,44,2009.773,TRUE
"DKL",5,0.0924,0.4534,0.3293,0.7263,44,2009.773,TRUE
"DKL",5,0.0962,0.8889,0.2141,0.2409,44,2009.773,TRUE
"DKL",5,0.1066,0.543,0.2902,0.5344,44,2009.773,TRUE
"DKL",5,0.107,0.7532,0.1784,0.2369,44,2009.773,TRUE
"DKL",5,0.11,0.4535,0.4092,0.9023,44,2009.773,TRUE
"DKL",5,0.1107,0.6901,0.2267,0.3285,44,2009.773,TRUE
"DKL",5,0.1149,0.5453,0.2698,0.4948,44,2009.773,TRUE
"DKL",5,0.1152,1.4206,0.1238,0.0871,44,2009.773,TRUE
"DKL",5,0.1175,0.8485,0.1826,0.2152,44,2009.773,TRUE
"DKL",5,0.1179,0.6382,0.2363,0.3703,44,2009.773,TRUE
"DKL",5,0.125,0.9365,0.1755,0.1874,44,2009.773,TRUE
"DKL",5,0.1287,0.934,0.1783,0.1909,44,2009.773,TRUE
"DKL",5,0.1343,0.5806,0.3171,0.5462,44,2009.773,TRUE
"DKL",5,0.1347,0.6814,0.2443,0.3585,44,2009.773,TRUE
"DKL",5,0.1422,0.576,0.3384,0.5875,44,2009.773,TRUE
"DKL",5,0.1526,0.5404,0.3607,0.6675,44,2009.773,TRUE
"DKL",5,0.1538,0.6627,0.4032,0.6084,44,2009.773,TRUE
"DKL",5,0.1564,0.8646,0.2329,0.2694,44,2009.773,TRUE
"DKL",5,0.1938,0.8861,0.331,0.3735,44,2009.773,TRUE
"DKL",5,0.2028,0.9501,0.2627,0.2765,44,2009.773,TRUE
"DKL",5,0.2095,0.8434,0.3646,0.4323,44,2009.773,TRUE
"DKL",5,0.217,0.8956,0.477,0.5326,44,2009.773,TRUE
"DKL",5,0.2174,0.999,0.3326,0.3329,44,2009.773,TRUE
"DKL",5,0.2559,0.8319,0.4062,0.4883,44,2009.773,TRUE
"DKL",5,0.2686,0.8463,0.5438,0.6426,44,2009.773,TRUE
"DKL",5,0.2798,1.8254,0.1969,0.1079,44,2009.773,TRUE
"DKL",5,0.2978,1.1442,0.3382,0.2956,44,2009.773,TRUE
"DKL",5,0.3049,0.9272,0.441,0.4756,44,2009.773,TRUE
"DKL",5,0.3491,0.7986,0.6924,0.867,44,2009.773,TRUE
"DKL",5,0.4867,1.4113,0.4045,0.2866,44,2009.773,TRUE
"DKL",5,0.5848,1.5646,0.4845,0.3097,44,2009.773,TRUE
"DKL",5,0.9686,1.8813,0.8333,0.4429,44,2009.773,TRUE
"DKL",6,0.0067,0.1783,0.0547,0.3068,44,2009.077,TRUE
"DKL",6,0.0071,0.1755,0.0386,0.2199,44,2009.077,TRUE
"DKL",6,0.009,0.1976,0.0611,0.3092,44,2009.077,TRUE
"DKL",6,0.0101,0.2748,0.0433,0.1576,44,2009.077,TRUE
"DKL",6,0.0105,0.1755,0.0796,0.4536,44,2009.077,TRUE
"DKL",6,0.0105,0.2057,0.0697,0.3388,44,2009.077,TRUE
"DKL",6,0.0112,0.216,0.0613,0.2838,44,2009.077,TRUE
"DKL",6,0.0112,0.2091,0.1239,0.5925,44,2009.077,TRUE
"DKL",6,0.012,0.1786,0.0796,0.4457,44,2009.077,TRUE
"DKL",6,0.012,0.2209,0.0796,0.3603,44,2009.077,TRUE
"DKL",6,0.0123,0.1915,0.1094,0.5713,44,2009.077,TRUE
"DKL",6,0.0127,0.1838,0.104,0.5658,44,2009.077,TRUE
"DKL",6,0.0131,0.2853,0.0613,0.2149,44,2009.077,TRUE
"DKL",6,0.0138,0.273,0.0799,0.2927,44,2009.077,TRUE
"DKL",6,0.0142,0.208,0.1043,0.5014,44,2009.077,TRUE
"DKL",6,0.0146,0.3646,0.0613,0.1681,44,2009.077,TRUE
"DKL",6,0.0146,0.2261,0.1043,0.4613,44,2009.077,TRUE
"DKL",6,0.0146,0.3129,0.0864,0.2761,44,2009.077,TRUE
"DKL",6,0.0153,0.3288,0.0581,0.1767,44,2009.077,TRUE
"DKL",6,0.0168,0.1969,0.1179,0.5988,44,2009.077,TRUE
"DKL",6,0.0168,0.1786,0.1406,0.7872,44,2009.077,TRUE
"DKL",6,0.0172,0.1903,0.1225,0.6437,44,2009.077,TRUE
"DKL",6,0.0176,0.2202,0.1043,0.4737,44,2009.077,TRUE
"DKL",6,0.018,0.1989,0.1826,0.918,44,2009.077,TRUE
"DKL",6,0.018,0.3095,0.0799,0.2582,44,2009.077,TRUE
"DKL",6,0.0183,0.234,0.104,0.4444,44,2009.077,TRUE
"DKL",6,0.0183,0.1933,0.1665,0.8614,44,2009.077,TRUE
"DKL",6,0.0183,0.2258,0.1127,0.4991,44,2009.077,TRUE
"DKL",6,0.0183,0.273,0.0799,0.2927,44,2009.077,TRUE
"DKL",6,0.0191,0.2576,0.1179,0.4577,44,2009.077,TRUE
"DKL",6,0.0198,0.2357,0.1174,0.4981,44,2009.077,TRUE
"DKL",6,0.0206,0.2421,0.1396,0.5766,44,2009.077,TRUE
"DKL",6,0.0206,0.5548,0.0697,0.1256,44,2009.077,TRUE
"DKL",6,0.0206,0.269,0.1043,0.3877,44,2009.077,TRUE
"DKL",6,0.021,0.2853,0.0968,0.3393,44,2009.077,TRUE
"DKL",6,0.021,0.2788,0.0866,0.3106,44,2009.077,TRUE
"DKL",6,0.0217,0.2741,0.0985,0.3594,44,2009.077,TRUE
"DKL",6,0.0217,0.2261,0.1225,0.5418,44,2009.077,TRUE
"DKL",6,0.0221,0.272,0.1351,0.4967,44,2009.077,TRUE
"DKL",6,0.0224,0.2094,0.1394,0.6657,44,2009.077,TRUE
"DKL",6,0.0236,0.3217,0.1129,0.3509,44,2009.077,TRUE
"DKL",6,0.0236,0.245,0.1221,0.4984,44,2009.077,TRUE
"DKL",6,0.0239,0.3382,0.104,0.3075,44,2009.077,TRUE
"DKL",6,0.0243,0.295,0.1129,0.3827,44,2009.077,TRUE
"DKL",6,0.0243,0.4842,0.0613,0.1266,44,2009.077,TRUE
"DKL",6,0.0243,0.2812,0.1043,0.3709,44,2009.077,TRUE
"DKL",6,0.0243,0.272,0.1365,0.5018,44,2009.077,TRUE
"DKL",6,0.0243,0.2426,0.1394,0.5746,44,2009.077,TRUE
"DKL",6,0.0247,0.2511,0.1732,0.6898,44,2009.077,TRUE
"DKL",6,0.0251,0.2359,0.1511,0.6405,44,2009.077,TRUE
"DKL",6,0.0254,0.4088,0.0796,0.1947,44,2009.077,TRUE
"DKL",6,0.0254,0.504,0.0613,0.1216,44,2009.077,TRUE
"DKL",6,0.0254,0.2202,0.1598,0.7257,44,2009.077,TRUE
"DKL",6,0.0258,0.2741,0.1174,0.4283,44,2009.077,TRUE
"DKL",6,0.0258,0.3333,0.1179,0.3537,44,2009.077,TRUE
"DKL",6,0.0266,0.2056,0.1784,0.8677,44,2009.077,TRUE
"DKL",6,0.0266,0.3206,0.1728,0.539,44,2009.077,TRUE
"DKL",6,0.0273,0.3676,0.104,0.2829,44,2009.077,TRUE
"DKL",6,0.0273,0.3566,0.1239,0.3474,44,2009.077,TRUE
"DKL",6,0.0277,0.6041,0.0698,0.1155,44,2009.077,TRUE
"DKL",6,0.0281,0.6062,0.1043,0.1721,44,2009.077,TRUE
"DKL",6,0.0284,0.2735,0.1368,0.5002,44,2009.077,TRUE
"DKL",6,0.0284,0.2202,0.1598,0.7257,44,2009.077,TRUE
"DKL",6,0.0288,0.4604,0.104,0.2259,44,2009.077,TRUE
"DKL",6,0.0288,0.2871,0.141,0.4911,44,2009.077,TRUE
"DKL",6,0.0292,0.3288,0.137,0.4167,44,2009.077,TRUE
"DKL",6,0.0296,0.2202,0.1655,0.7516,44,2009.077,TRUE
"DKL",6,0.0296,0.2539,0.137,0.5396,44,2009.077,TRUE
"DKL",6,0.0303,0.29,0.1665,0.5741,44,2009.077,TRUE
"DKL",6,0.0307,0.2773,0.1471,0.5305,44,2009.077,TRUE
"DKL",6,0.0311,0.4459,0.1043,0.2339,44,2009.077,TRUE
"DKL",6,0.0311,0.3374,0.1299,0.385,44,2009.077,TRUE
"DKL",6,0.0318,0.3171,0.1239,0.3907,44,2009.077,TRUE
"DKL",6,0.0322,0.6308,0.0866,0.1373,44,2009.077,TRUE
"DKL",6,0.0322,0.4356,0.1225,0.2812,44,2009.077,TRUE
"DKL",6,0.0325,0.273,0.1598,0.5853,44,2009.077,TRUE
"DKL",6,0.0329,0.5573,0.0799,0.1434,44,2009.077,TRUE
"DKL",6,0.0329,0.2603,0.1783,0.685,44,2009.077,TRUE
"DKL",6,0.0333,0.4218,0.1225,0.2904,44,2009.077,TRUE
"DKL",6,0.0333,0.3993,0.1471,0.3684,44,2009.077,TRUE
"DKL",6,0.0344,0.3573,0.1221,0.3417,44,2009.077,TRUE
"DKL",6,0.0344,0.4857,0.104,0.2141,44,2009.077,TRUE
"DKL",6,0.0352,0.6575,0.137,0.2084,44,2009.077,TRUE
"DKL",6,0.0352,0.2876,0.151,0.525,44,2009.077,TRUE
"DKL",6,0.0355,0.3911,0.1225,0.3132,44,2009.077,TRUE
"DKL",6,0.0363,0.4292,0.0968,0.2255,44,2009.077,TRUE
"DKL",6,0.0363,0.3819,0.1296,0.3394,44,2009.077,TRUE
"DKL",6,0.0363,0.4103,0.1094,0.2666,44,2009.077,TRUE
"DKL",6,0.0374,0.3888,0.1299,0.3341,44,2009.077,TRUE
"DKL",6,0.0378,0.4717,0.1471,0.3119,44,2009.077,TRUE
"DKL",6,0.0378,0.2397,0.2016,0.8411,44,2009.077,TRUE
"DKL",6,0.0378,0.2518,0.1903,0.7558,44,2009.077,TRUE
"DKL",6,0.0382,0.2549,0.1969,0.7725,44,2009.077,TRUE
"DKL",6,0.0385,0.3422,0.2023,0.5912,44,2009.077,TRUE
"DKL",6,0.0385,0.4604,0.1296,0.2815,44,2009.077,TRUE
"DKL",6,0.0393,0.4923,0.1225,0.2488,44,2009.077,TRUE
"DKL",6,0.0393,0.36,0.1394,0.3872,44,2009.077,TRUE
"DKL",6,0.0397,0.3113,0.1786,0.5737,44,2009.077,TRUE
"DKL",6,0.04,0.3911,0.1838,0.47,44,2009.077,TRUE
"DKL",6,0.0404,0.4181,0.1665,0.3982,44,2009.077,TRUE
"DKL",6,0.0415,0.3372,0.1598,0.4739,44,2009.077,TRUE
"DKL",6,0.0415,0.3554,0.1558,0.4384,44,2009.077,TRUE
"DKL",6,0.0441,0.3714,0.1511,0.4068,44,2009.077,TRUE
"DKL",6,0.0441,0.3688,0.1755,0.4759,44,2009.077,TRUE
"DKL",6,0.0449,0.4137,0.1665,0.4025,44,2009.077,TRUE
"DKL",6,0.0453,0.3456,0.2426,0.702,44,2009.077,TRUE
"DKL",6,0.0456,0.4161,0.141,0.3389,44,2009.077,TRUE
"DKL",6,0.046,0.4456,0.1394,0.3128,44,2009.077,TRUE
"DKL",6,0.046,0.3445,0.1933,0.5611,44,2009.077,TRUE
"DKL",6,0.046,0.3492,0.1832,0.5246,44,2009.077,TRUE
"DKL",6,0.0464,0.3285,0.1993,0.6067,44,2009.077,TRUE
"DKL",6,0.0468,0.5437,0.0988,0.1817,44,2009.077,TRUE
"DKL",6,0.0468,0.9509,0.0988,0.1039,44,2009.077,TRUE
"DKL",6,0.0471,0.4886,0.141,0.2886,44,2009.077,TRUE
"DKL",6,0.0475,0.6322,0.1127,0.1783,44,2009.077,TRUE
"DKL",6,0.0483,0.3646,0.1826,0.5008,44,2009.077,TRUE
"DKL",6,0.0483,0.4733,0.137,0.2895,44,2009.077,TRUE
"DKL",6,0.0486,0.4231,0.165,0.39,44,2009.077,TRUE
"DKL",6,0.0498,0.4457,0.137,0.3074,44,2009.077,TRUE
"DKL",6,0.0498,0.4493,0.1475,0.3283,44,2009.077,TRUE
"DKL",6,0.0498,0.4845,0.1475,0.3044,44,2009.077,TRUE
"DKL",6,0.0509,0.5042,0.1365,0.2707,44,2009.077,TRUE
"DKL",6,0.0513,0.4231,0.1406,0.3323,44,2009.077,TRUE
"DKL",6,0.0513,0.4605,0.165,0.3583,44,2009.077,TRUE
"DKL",6,0.0516,0.7964,0.104,0.1306,44,2009.077,TRUE
"DKL",6,0.0528,0.3561,0.165,0.4634,44,2009.077,TRUE
"DKL",6,0.0531,0.3573,0.2576,0.721,44,2009.077,TRUE
"DKL",6,0.0535,0.4288,0.165,0.3848,44,2009.077,TRUE
"DKL",6,0.0539,0.5629,0.137,0.2434,44,2009.077,TRUE
"DKL",6,0.0539,0.5529,0.1239,0.2241,44,2009.077,TRUE
"DKL",6,0.0539,0.4719,0.1511,0.3202,44,2009.077,TRUE
"DKL",6,0.0542,0.59,0.1396,0.2366,44,2009.077,TRUE
"DKL",6,0.0546,0.5612,0.1562,0.2783,44,2009.077,TRUE
"DKL",6,0.0546,0.459,0.1728,0.3765,44,2009.077,TRUE
"DKL",6,0.055,0.4251,0.2254,0.5302,44,2009.077,TRUE
"DKL",6,0.0554,0.6254,0.1221,0.1952,44,2009.077,TRUE
"DKL",6,0.0557,0.6018,0.1368,0.2273,44,2009.077,TRUE
"DKL",6,0.0561,0.5036,0.1471,0.2921,44,2009.077,TRUE
"DKL",6,0.0561,0.5115,0.1394,0.2725,44,2009.077,TRUE
"DKL",6,0.0576,0.6096,0.1562,0.2562,44,2009.077,TRUE
"DKL",6,0.0584,0.7293,0.1129,0.1548,44,2009.077,TRUE
"DKL",6,0.0595,0.4032,0.2023,0.5017,44,2009.077,TRUE
"DKL",6,0.0595,0.3888,0.2165,0.5568,44,2009.077,TRUE
"DKL",6,0.0599,0.4495,0.1748,0.3889,44,2009.077,TRUE
"DKL",6,0.0602,0.5215,0.1903,0.3649,44,2009.077,TRUE
"DKL",6,0.0606,0.4142,0.1969,0.4754,44,2009.077,TRUE
"DKL",6,0.0617,0.4413,0.1838,0.4165,44,2009.077,TRUE
"DKL",6,0.0636,0.5583,0.1823,0.3265,44,2009.077,TRUE
"DKL",6,0.0647,0.4456,0.2091,0.4693,44,2009.077,TRUE
"DKL",6,0.0651,0.5217,0.165,0.3163,44,2009.077,TRUE
"DKL",6,0.0651,0.5285,0.1989,0.3763,44,2009.077,TRUE
"DKL",6,0.0651,0.6348,0.151,0.2379,44,2009.077,TRUE
"DKL",6,0.0655,0.4516,0.2056,0.4553,44,2009.077,TRUE
"DKL",6,0.0658,0.4022,0.2094,0.5206,44,2009.077,TRUE
"DKL",6,0.0662,0.6572,0.2056,0.3128,44,2009.077,TRUE
"DKL",6,0.0677,1.2725,0.0968,0.0761,44,2009.077,TRUE
"DKL",6,0.0692,0.6382,0.1239,0.1941,44,2009.077,TRUE
"DKL",6,0.0696,0.6495,0.1728,0.2661,44,2009.077,TRUE
"DKL",6,0.07,1.0248,0.1562,0.1524,44,2009.077,TRUE
"DKL",6,0.0703,0.7677,0.1394,0.1816,44,2009.077,TRUE
"DKL",6,0.0707,0.4111,0.2876,0.6996,44,2009.077,TRUE
"DKL",6,0.0715,0.4242,0.1993,0.4698,44,2009.077,TRUE
"DKL",6,0.0718,0.441,0.269,0.61,44,2009.077,TRUE
"DKL",6,0.0741,0.4292,0.2363,0.5506,44,2009.077,TRUE
"DKL",6,0.0745,0.4733,0.2397,0.5064,44,2009.077,TRUE
"DKL",6,0.0752,0.5184,0.2165,0.4176,44,2009.077,TRUE
"DKL",6,0.0752,0.6739,0.151,0.2241,44,2009.077,TRUE
"DKL",6,0.0752,0.5872,0.1562,0.266,44,2009.077,TRUE
"DKL",6,0.0778,0.468,0.2942,0.6286,44,2009.077,TRUE
"DKL",6,0.0786,0.5437,0.2141,0.3938,44,2009.077,TRUE
"DKL",6,0.0789,0.5529,0.2023,0.3659,44,2009.077,TRUE
"DKL",6,0.0789,0.4062,0.2598,0.6396,44,2009.077,TRUE
"DKL",6,0.0793,0.4952,0.2206,0.4455,44,2009.077,TRUE
"DKL",6,0.0793,0.6112,0.1665,0.2724,44,2009.077,TRUE
"DKL",6,0.0793,0.4938,0.1993,0.4036,44,2009.077,TRUE
"DKL",6,0.0793,0.619,0.1784,0.2882,44,2009.077,TRUE
"DKL",6,0.0797,0.4168,0.2397,0.5751,44,2009.077,TRUE
"DKL",6,0.0804,0.3911,0.288,0.7364,44,2009.077,TRUE
"DKL",6,0.0804,0.5456,0.216,0.3959,44,2009.077,TRUE
"DKL",6,0.0812,0.7165,0.2023,0.2823,44,2009.077,TRUE
"DKL",6,0.0842,0.4524,0.2159,0.4772,44,2009.077,TRUE
"DKL",6,0.0846,0.5245,0.2933,0.5592,44,2009.077,TRUE
"DKL",6,0.0849,0.6572,0.1783,0.2713,44,2009.077,TRUE
"DKL",6,0.0853,0.669,0.1728,0.2583,44,2009.077,TRUE
"DKL",6,0.0864,0.5942,0.1832,0.3083,44,2009.077,TRUE
"DKL",6,0.0868,0.9986,0.104,0.1041,44,2009.077,TRUE
"DKL",6,0.0894,0.4493,0.295,0.6566,44,2009.077,TRUE
"DKL",6,0.0894,0.445,0.306,0.6876,44,2009.077,TRUE
"DKL",6,0.0898,1.051,0.1365,0.1299,44,2009.077,TRUE
"DKL",6,0.0917,0.5969,0.1969,0.3299,44,2009.077,TRUE
"DKL",6,0.0954,0.441,0.3387,0.768,44,2009.077,TRUE
"DKL",6,0.0969,0.8483,0.2204,0.2598,44,2009.077,TRUE
"DKL",6,0.0969,0.576,0.312,0.5417,44,2009.077,TRUE
"DKL",6,0.0995,0.5265,0.2476,0.4703,44,2009.077,TRUE
"DKL",6,0.1006,0.7663,0.165,0.2153,44,2009.077,TRUE
"DKL",6,0.1014,0.6226,0.2141,0.3439,44,2009.077,TRUE
"DKL",6,0.1021,0.6586,0.2057,0.3123,44,2009.077,TRUE
"DKL",6,0.1048,0.4952,0.2478,0.5004,44,2009.077,TRUE
"DKL",6,0.1074,0.7964,0.208,0.2612,44,2009.077,TRUE
"DKL",6,0.1096,0.5647,0.275,0.487,44,2009.077,TRUE
"DKL",6,0.1111,1.0846,0.1663,0.1533,44,2009.077,TRUE
"DKL",6,0.1126,0.5453,0.3129,0.5738,44,2009.077,TRUE
"DKL",6,0.1167,0.8613,0.2267,0.2632,44,2009.077,TRUE
"DKL",6,0.1182,0.6062,0.2774,0.4576,44,2009.077,TRUE
"DKL",6,0.128,0.5942,0.2871,0.4832,44,2009.077,TRUE
"DKL",6,0.1321,0.5513,0.3848,0.698,44,2009.077,TRUE
"DKL",6,0.1324,0.5979,0.3024,0.5058,44,2009.077,TRUE
"DKL",6,0.1324,0.8218,0.2165,0.2634,44,2009.077,TRUE
"DKL",6,0.1328,0.4956,0.4258,0.8592,44,2009.077,TRUE
"DKL",6,0.1336,1.9612,0.1221,0.0623,44,2009.077,TRUE
"DKL",6,0.1358,0.7723,0.3387,0.4386,44,2009.077,TRUE
"DKL",6,0.1366,0.7829,0.3838,0.4902,44,2009.077,TRUE
"DKL",6,0.1381,0.6923,0.3237,0.4676,44,2009.077,TRUE
"DKL",6,0.1392,1.0851,0.151,0.1392,44,2009.077,TRUE
"DKL",6,0.1395,0.58,0.3445,0.594,44,2009.077,TRUE
"DKL",6,0.141,0.5548,0.3285,0.5921,44,2009.077,TRUE
"DKL",6,0.1418,1.1694,0.1655,0.1415,44,2009.077,TRUE
"DKL",6,0.1463,0.6291,0.386,0.6136,44,2009.077,TRUE
"DKL",6,0.1489,0.824,0.2766,0.3357,44,2009.077,TRUE
"DKL",6,0.1526,0.9111,0.2902,0.3185,44,2009.077,TRUE
"DKL",6,0.1526,0.6844,0.3024,0.4418,44,2009.077,TRUE
"DKL",6,0.1549,1.2176,0.1562,0.1283,44,2009.077,TRUE
"DKL",6,0.1579,1.3677,0.1598,0.1168,44,2009.077,TRUE
"DKL",6,0.159,0.5872,0.5098,0.8682,44,2009.077,TRUE
"DKL",6,0.1594,0.7482,0.477,0.6375,44,2009.077,TRUE
"DKL",6,0.1612,0.6418,0.4111,0.6405,44,2009.077,TRUE
"DKL",6,0.1665,0.9041,0.2603,0.2879,44,2009.077,TRUE
"DKL",6,0.1699,1.3687,0.1665,0.1216,44,2009.077,TRUE
"DKL",6,0.171,0.9073,0.3056,0.3368,44,2009.077,TRUE
"DKL",6,0.1717,0.821,0.3423,0.4169,44,2009.077,TRUE
"DKL",6,0.1766,0.7088,0.4719,0.6658,44,2009.077,TRUE
"DKL",6,0.177,1.205,0.3422,0.284,44,2009.077,TRUE
"DKL",6,0.1848,0.7696,0.386,0.5016,44,2009.077,TRUE
"DKL",6,0.1882,0.8882,0.33,0.3715,44,2009.077,TRUE
"DKL",6,0.1897,0.7478,0.3607,0.4823,44,2009.077,TRUE
"DKL",6,0.1942,0.7838,0.3496,0.446,44,2009.077,TRUE
"DKL",6,0.1983,0.8255,0.3384,0.4099,44,2009.077,TRUE
"DKL",6,0.2017,0.7335,0.3749,0.5111,44,2009.077,TRUE
"DKL",6,0.2039,1.2531,0.2057,0.1642,44,2009.077,TRUE
"DKL",6,0.205,0.9417,0.4418,0.4692,44,2009.077,TRUE
"DKL",6,0.2147,0.9031,0.295,0.3267,44,2009.077,TRUE
"DKL",6,0.2196,0.9768,0.3031,0.3103,44,2009.077,TRUE
"DKL",6,0.229,0.9904,0.3989,0.4028,44,2009.077,TRUE
"DKL",6,0.2346,0.8834,0.4062,0.4598,44,2009.077,TRUE
"DKL",6,0.2346,0.8934,0.3547,0.397,44,2009.077,TRUE
"DKL",6,0.2454,1.0116,0.3994,0.3948,44,2009.077,TRUE
"DKL",6,0.2544,1.781,0.2016,0.1132,44,2009.077,TRUE
"DKL",6,0.2581,1.0277,0.351,0.3415,44,2009.077,TRUE
"DKL",6,0.2589,1.2224,0.3285,0.2687,44,2009.077,TRUE
"DKL",6,0.269,0.8576,0.5616,0.6549,44,2009.077,TRUE
"DKL",6,0.2694,0.7455,0.4698,0.6302,44,2009.077,TRUE
"DKL",6,0.3176,1.4033,0.3116,0.222,44,2009.077,TRUE
"DKL",6,0.3221,0.9011,0.5154,0.572,44,2009.077,TRUE
"DKL",6,0.3498,1.1975,0.3687,0.3079,44,2009.077,TRUE
"DKL",6,0.3502,0.867,0.58,0.669,44,2009.077,TRUE
"DKL",6,0.3584,1.2152,0.4773,0.3928,44,2009.077,TRUE
"DKL",6,0.3887,0.9971,0.5647,0.5663,44,2009.077,TRUE
"DKL",6,0.4056,1.2618,0.4733,0.3751,44,2009.077,TRUE
"DKL",6,0.4127,1.2016,0.477,0.397,44,2009.077,TRUE
"DKL",6,0.4665,1.3601,0.4531,0.3331,44,2009.077,TRUE
"DKL",6,0.4841,1.7494,0.3496,0.1998,44,2009.077,TRUE
"DKL",6,0.5189,1.1844,0.5995,0.5062,44,2009.077,TRUE
"DKL",6,0.5578,1.4642,0.5062,0.3457,44,2009.077,TRUE
"DKL",6,0.6566,1.2052,0.687,0.57,44,2009.077,TRUE
"DKL",6,0.8366,1.511,0.7297,0.4829,44,2009.077,TRUE
"DKL",6,1.1082,2.3529,0.7166,0.3046,44,2009.077,TRUE
"DKL",6,1.4857,2.7492,0.6744,0.2453,44,2009.077,TRUE
"DKL",6,3.3028,4.1063,1.2082,0.2942,44,2009.077,TRUE
"DKL",7,0.006,0.1755,0.0432,0.2462,44,2008.325,TRUE
"DKL",7,0.0067,0.2091,0.0433,0.2071,44,2008.325,TRUE
"DKL",7,0.0075,0.2527,0.0432,0.171,44,2008.325,TRUE
"DKL",7,0.0086,0.1786,0.0579,0.3242,44,2008.325,TRUE
"DKL",7,0.009,0.2202,0.0581,0.2639,44,2008.325,TRUE
"DKL",7,0.009,0.1832,0.0613,0.3346,44,2008.325,TRUE
"DKL",7,0.009,0.1755,0.0611,0.3481,44,2008.325,TRUE
"DKL",7,0.0094,0.2859,0.0432,0.1511,44,2008.325,TRUE
"DKL",7,0.0101,0.1969,0.0988,0.5018,44,2008.325,TRUE
"DKL",7,0.0105,0.2357,0.0611,0.2592,44,2008.325,TRUE
"DKL",7,0.0105,0.1786,0.0985,0.5515,44,2008.325,TRUE
"DKL",7,0.0105,0.1907,0.0611,0.3204,44,2008.325,TRUE
"DKL",7,0.0123,0.1903,0.0866,0.4551,44,2008.325,TRUE
"DKL",7,0.0131,0.272,0.0611,0.2246,44,2008.325,TRUE
"DKL",7,0.0135,0.2165,0.0864,0.3991,44,2008.325,TRUE
"DKL",7,0.0138,0.2132,0.0799,0.3748,44,2008.325,TRUE
"DKL",7,0.0142,0.3317,0.0611,0.1842,44,2008.325,TRUE
"DKL",7,0.0142,0.1838,0.0985,0.5359,44,2008.325,TRUE
"DKL",7,0.0161,0.2094,0.0967,0.4618,44,2008.325,TRUE
"DKL",7,0.0161,0.2261,0.1043,0.4613,44,2008.325,TRUE
"DKL",7,0.0168,0.2954,0.0799,0.2705,44,2008.325,TRUE
"DKL",7,0.0172,0.1935,0.1238,0.6398,44,2008.325,TRUE
"DKL",7,0.018,0.1933,0.1239,0.641,44,2008.325,TRUE
"DKL",7,0.0183,0.1838,0.1221,0.6643,44,2008.325,TRUE
"DKL",7,0.0183,0.1903,0.1475,0.7751,44,2008.325,TRUE
"DKL",7,0.0183,0.1903,0.1299,0.6826,44,2008.325,TRUE
"DKL",7,0.0187,0.1826,0.1558,0.8532,44,2008.325,TRUE
"DKL",7,0.0187,0.2903,0.0967,0.3331,44,2008.325,TRUE
"DKL",7,0.0191,0.2788,0.0698,0.2504,44,2008.325,TRUE
"DKL",7,0.0195,0.3881,0.0611,0.1574,44,2008.325,TRUE
"DKL",7,0.0198,0.2091,0.1396,0.6676,44,2008.325,TRUE
"DKL",7,0.0198,0.2056,0.1511,0.7349,44,2008.325,TRUE
"DKL",7,0.0202,0.2016,0.141,0.6994,44,2008.325,TRUE
"DKL",7,0.0206,0.1969,0.137,0.6958,44,2008.325,TRUE
"DKL",7,0.021,0.2349,0.141,0.6003,44,2008.325,TRUE
"DKL",7,0.0213,0.4281,0.0611,0.1427,44,2008.325,TRUE
"DKL",7,0.0217,0.3285,0.0968,0.2947,44,2008.325,TRUE
"DKL",7,0.0224,0.245,0.1471,0.6004,44,2008.325,TRUE
"DKL",7,0.0224,0.4281,0.0611,0.1427,44,2008.325,TRUE
"DKL",7,0.0236,0.2903,0.0967,0.3331,44,2008.325,TRUE
"DKL",7,0.0239,0.2539,0.1179,0.4644,44,2008.325,TRUE
"DKL",7,0.0239,0.2159,0.137,0.6346,44,2008.325,TRUE
"DKL",7,0.0243,0.2023,0.1592,0.787,44,2008.325,TRUE
"DKL",7,0.0243,0.3174,0.1238,0.39,44,2008.325,TRUE
"DKL",7,0.0243,0.2774,0.0985,0.3551,44,2008.325,TRUE
"DKL",7,0.0247,0.4261,0.0697,0.1636,44,2008.325,TRUE
"DKL",7,0.0247,0.6892,0.0613,0.0889,44,2008.325,TRUE
"DKL",7,0.0251,0.2524,0.1394,0.5523,44,2008.325,TRUE
"DKL",7,0.0254,0.245,0.1406,0.5739,44,2008.325,TRUE
"DKL",7,0.0262,0.3596,0.1239,0.3445,44,2008.325,TRUE
